DH_EVENT_2038615_DESC;Villistas and Zapatistashave defeated all their opponents and are now unopposed in Mexico. They have clearly won the Mexican Revolution.;Villistas and Zapatistashave defeated all their opponents and are now unopposed in Mexico. They have clearly won the Mexican Revolution.;Villistas and Zapatistashave defeated all their opponents and are now unopposed in Mexico. They have clearly won the Mexican Revolution.;Villistas and Zapatistashave defeated all their opponents and are now unopposed in Mexico. They have clearly won the Mexican Revolution.;Villistas and Zapatistashave defeated all their opponents and are now unopposed in Mexico. They have clearly won the Mexican Revolution.;;;;;;;;;;x
DH_EVENT_2038616_DESC;Zapatistas and Villistas have defeated alll their opponents and are now unopposed in Mexico. They have cleary won the Mexican Revolution;Zapatistas and Villistas have defeated alll their opponents and are now unopposed in Mexico. They have cleary won the Mexican Revolution;Zapatistas and Villistas have defeated alll their opponents and are now unopposed in Mexico. They have cleary won the Mexican Revolution;Zapatistas and Villistas have defeated alll their opponents and are now unopposed in Mexico. They have cleary won the Mexican Revolution;Zapatistas and Villistas have defeated alll their opponents and are now unopposed in Mexico. They have cleary won the Mexican Revolution;;;;;;;;;;x
DH_EVENT_2038617_DESC;In early 1919 disagreements arose between our officers González and Guajardo, and after learning of these, Emiliano Zapata wrote a letter to Guajardo, asking him to join the Zapatistas. Luckily for us, the letter was intercepted by González who blackmailed Guajardo and saw it as an opportunity to set up an ambush for Zapata. Guajardo would gain the trust of Zapataby killing Zapatistas turn-coats, and then kill Zapata during a meeting. Do we support this assassination plan?;In early 1919 disagreements arose between our officers González and Guajardo, and after learning of these, Emiliano Zapata wrote a letter to Guajardo, asking him to join the Zapatistas. Luckily for us, the letter was intercepted by González who blackmailed Guajardo and saw it as an opportunity to set up an ambush for Zapata. Guajardo would gain the trust of Zapataby killing Zapatistas turn-coats, and then kill Zapata during a meeting. Do we support this assassination plan?;In early 1919 disagreements arose between our officers González and Guajardo, and after learning of these, Emiliano Zapata wrote a letter to Guajardo, asking him to join the Zapatistas. Luckily for us, the letter was intercepted by González who blackmailed Guajardo and saw it as an opportunity to set up an ambush for Zapata. Guajardo would gain the trust of Zapataby killing Zapatistas turn-coats, and then kill Zapata during a meeting. Do we support this assassination plan?;In early 1919 disagreements arose between our officers González and Guajardo, and after learning of these, Emiliano Zapata wrote a letter to Guajardo, asking him to join the Zapatistas. Luckily for us, the letter was intercepted by González who blackmailed Guajardo and saw it as an opportunity to set up an ambush for Zapata. Guajardo would gain the trust of Zapataby killing Zapatistas turn-coats, and then kill Zapata during a meeting. Do we support this assassination plan?;In early 1919 disagreements arose between our officers González and Guajardo, and after learning of these, Emiliano Zapata wrote a letter to Guajardo, asking him to join the Zapatistas. Luckily for us, the letter was intercepted by González who blackmailed Guajardo and saw it as an opportunity to set up an ambush for Zapata. Guajardo would gain the trust of Zapataby killing Zapatistas turn-coats, and then kill Zapata during a meeting. Do we support this assassination plan?;;;;;;;;;;x
DH_EVENT_2038618_DESC;In early 1919 disagreements arose between González and Guajardo, and after learning of these, Zapata wrote a letter to Guajardo, asking him to join the Zapatistas. The letter was intercepted by González who blackmailed Guajardo and used it as an opportunity to set up an ambush for Zapata. Guajardo, after making a show of loyalty to Zapata by executing a turn coat Zapatista chief, Victoriano Barcena, arranged a meeting with Zapata at Chinameca Hacienda at which he was supposed to deliver badly needed ammunitions. After Zapata arrived, on April 10 1919, a guard of honor presented arms to him, but on the third signal of the bugle they opened up fire at point blank range, killing Zapata. They then took his body to Cuautla to claim the bounty, where they are reputed to have been given only half of what was promised. Following Zapata's death, the Liberation Army of the South slowly fell apart, although Zapata's heir apparent Gildardo Magaña and many other Zapata adherents went on to political careers as representatives of Zapatista causes and positions in the Mexican army and government. It is now necessary to decide who will lead the Zapatistas now. Gildardo Magaña Cerda and Jesús Capistrán are the two leading choices: both are capable, whom will the Junta elect?;In early 1919 disagreements arose between González and Guajardo, and after learning of these, Zapata wrote a letter to Guajardo, asking him to join the Zapatistas. The letter was intercepted by González who blackmailed Guajardo and used it as an opportunity to set up an ambush for Zapata. Guajardo, after making a show of loyalty to Zapata by executing a turn coat Zapatista chief, Victoriano Barcena, arranged a meeting with Zapata at Chinameca Hacienda at which he was supposed to deliver badly needed ammunitions. After Zapata arrived, on April 10 1919, a guard of honor presented arms to him, but on the third signal of the bugle they opened up fire at point blank range, killing Zapata. They then took his body to Cuautla to claim the bounty, where they are reputed to have been given only half of what was promised. Following Zapata's death, the Liberation Army of the South slowly fell apart, although Zapata's heir apparent Gildardo Magaña and many other Zapata adherents went on to political careers as representatives of Zapatista causes and positions in the Mexican army and government. It is now necessary to decide who will lead the Zapatistas now. Gildardo Magaña Cerda and Jesús Capistrán are the two leading choices: both are capable, whom will the Junta elect?;In early 1919 disagreements arose between González and Guajardo, and after learning of these, Zapata wrote a letter to Guajardo, asking him to join the Zapatistas. The letter was intercepted by González who blackmailed Guajardo and used it as an opportunity to set up an ambush for Zapata. Guajardo, after making a show of loyalty to Zapata by executing a turn coat Zapatista chief, Victoriano Barcena, arranged a meeting with Zapata at Chinameca Hacienda at which he was supposed to deliver badly needed ammunitions. After Zapata arrived, on April 10 1919, a guard of honor presented arms to him, but on the third signal of the bugle they opened up fire at point blank range, killing Zapata. They then took his body to Cuautla to claim the bounty, where they are reputed to have been given only half of what was promised. Following Zapata's death, the Liberation Army of the South slowly fell apart, although Zapata's heir apparent Gildardo Magaña and many other Zapata adherents went on to political careers as representatives of Zapatista causes and positions in the Mexican army and government. It is now necessary to decide who will lead the Zapatistas now. Gildardo Magaña Cerda and Jesús Capistrán are the two leading choices: both are capable, whom will the Junta elect?;In early 1919 disagreements arose between González and Guajardo, and after learning of these, Zapata wrote a letter to Guajardo, asking him to join the Zapatistas. The letter was intercepted by González who blackmailed Guajardo and used it as an opportunity to set up an ambush for Zapata. Guajardo, after making a show of loyalty to Zapata by executing a turn coat Zapatista chief, Victoriano Barcena, arranged a meeting with Zapata at Chinameca Hacienda at which he was supposed to deliver badly needed ammunitions. After Zapata arrived, on April 10 1919, a guard of honor presented arms to him, but on the third signal of the bugle they opened up fire at point blank range, killing Zapata. They then took his body to Cuautla to claim the bounty, where they are reputed to have been given only half of what was promised. Following Zapata's death, the Liberation Army of the South slowly fell apart, although Zapata's heir apparent Gildardo Magaña and many other Zapata adherents went on to political careers as representatives of Zapatista causes and positions in the Mexican army and government. It is now necessary to decide who will lead the Zapatistas now. Gildardo Magaña Cerda and Jesús Capistrán are the two leading choices: both are capable, whom will the Junta elect?;In early 1919 disagreements arose between González and Guajardo, and after learning of these, Zapata wrote a letter to Guajardo, asking him to join the Zapatistas. The letter was intercepted by González who blackmailed Guajardo and used it as an opportunity to set up an ambush for Zapata. Guajardo, after making a show of loyalty to Zapata by executing a turn coat Zapatista chief, Victoriano Barcena, arranged a meeting with Zapata at Chinameca Hacienda at which he was supposed to deliver badly needed ammunitions. After Zapata arrived, on April 10 1919, a guard of honor presented arms to him, but on the third signal of the bugle they opened up fire at point blank range, killing Zapata. They then took his body to Cuautla to claim the bounty, where they are reputed to have been given only half of what was promised. Following Zapata's death, the Liberation Army of the South slowly fell apart, although Zapata's heir apparent Gildardo Magaña and many other Zapata adherents went on to political careers as representatives of Zapatista causes and positions in the Mexican army and government. It is now necessary to decide who will lead the Zapatistas now. Gildardo Magaña Cerda and Jesús Capistrán are the two leading choices: both are capable, whom will the Junta elect?;;;;;;;;;;x
DH_EVENT_2038619_DESC;After the assassination of Emiliano Zapata, the Zapatistas decided to stop fighting us and to submit to our rule.;After the assassination of Emiliano Zapata, the Zapatistas decided to stop fighting us and to submit to our rule.;After the assassination of Emiliano Zapata, the Zapatistas decided to stop fighting us and to submit to our rule.;After the assassination of Emiliano Zapata, the Zapatistas decided to stop fighting us and to submit to our rule.;After the assassination of Emiliano Zapata, the Zapatistas decided to stop fighting us and to submit to our rule.;;;;;;;;;;x
DH_EVENT_2038620_DESC;The Plan of Agua Prieta is a manifesto drafted and signed by supporters of General Álvaro Obregón on 23 April 1920. The Plan repudiated the government of President Venustiano Carranza, using a dispute between the federal government and the Sonora state government over control of the waters of the Río Sonora as pretext. In reality the underlying reasons included a string of personal interests and political conflicts, including the defeat of Obregón and his party in the 1920 presidential election by the civilian Ignacio Bonillas, Carranza's chosen successor. Support for the Plan was widespread across the country: more than three-quarters of the Army rejected Carranza and joined the rebellion. As De la Huerta's Liberal Constitutionalist Army made rapid progress toward Mexico City, Carranza refused to negotiate or surrender and fled the capital by train. A rebel ambush in the early hours of 21 May 1920, reputedly led by Gen. Rodolfo Herrero, left President Carranza dead.;The Plan of Agua Prieta is a manifesto drafted and signed by supporters of General Álvaro Obregón on 23 April 1920. The Plan repudiated the government of President Venustiano Carranza, using a dispute between the federal government and the Sonora state government over control of the waters of the Río Sonora as pretext. In reality the underlying reasons included a string of personal interests and political conflicts, including the defeat of Obregón and his party in the 1920 presidential election by the civilian Ignacio Bonillas, Carranza's chosen successor. Support for the Plan was widespread across the country: more than three-quarters of the Army rejected Carranza and joined the rebellion. As De la Huerta's Liberal Constitutionalist Army made rapid progress toward Mexico City, Carranza refused to negotiate or surrender and fled the capital by train. A rebel ambush in the early hours of 21 May 1920, reputedly led by Gen. Rodolfo Herrero, left President Carranza dead.;The Plan of Agua Prieta is a manifesto drafted and signed by supporters of General Álvaro Obregón on 23 April 1920. The Plan repudiated the government of President Venustiano Carranza, using a dispute between the federal government and the Sonora state government over control of the waters of the Río Sonora as pretext. In reality the underlying reasons included a string of personal interests and political conflicts, including the defeat of Obregón and his party in the 1920 presidential election by the civilian Ignacio Bonillas, Carranza's chosen successor. Support for the Plan was widespread across the country: more than three-quarters of the Army rejected Carranza and joined the rebellion. As De la Huerta's Liberal Constitutionalist Army made rapid progress toward Mexico City, Carranza refused to negotiate or surrender and fled the capital by train. A rebel ambush in the early hours of 21 May 1920, reputedly led by Gen. Rodolfo Herrero, left President Carranza dead.;The Plan of Agua Prieta is a manifesto drafted and signed by supporters of General Álvaro Obregón on 23 April 1920. The Plan repudiated the government of President Venustiano Carranza, using a dispute between the federal government and the Sonora state government over control of the waters of the Río Sonora as pretext. In reality the underlying reasons included a string of personal interests and political conflicts, including the defeat of Obregón and his party in the 1920 presidential election by the civilian Ignacio Bonillas, Carranza's chosen successor. Support for the Plan was widespread across the country: more than three-quarters of the Army rejected Carranza and joined the rebellion. As De la Huerta's Liberal Constitutionalist Army made rapid progress toward Mexico City, Carranza refused to negotiate or surrender and fled the capital by train. A rebel ambush in the early hours of 21 May 1920, reputedly led by Gen. Rodolfo Herrero, left President Carranza dead.;The Plan of Agua Prieta is a manifesto drafted and signed by supporters of General Álvaro Obregón on 23 April 1920. The Plan repudiated the government of President Venustiano Carranza, using a dispute between the federal government and the Sonora state government over control of the waters of the Río Sonora as pretext. In reality the underlying reasons included a string of personal interests and political conflicts, including the defeat of Obregón and his party in the 1920 presidential election by the civilian Ignacio Bonillas, Carranza's chosen successor. Support for the Plan was widespread across the country: more than three-quarters of the Army rejected Carranza and joined the rebellion. As De la Huerta's Liberal Constitutionalist Army made rapid progress toward Mexico City, Carranza refused to negotiate or surrender and fled the capital by train. A rebel ambush in the early hours of 21 May 1920, reputedly led by Gen. Rodolfo Herrero, left President Carranza dead.;;;;;;;;;;x
DH_EVENT_2038621_DESC;After defeating Victoriano's Huerta Federal Army, only we and the Constitucionalist survived. Should we submit to their rule and end the bloodshed in Mexico or should we declare war with the hope of becoming the new leaders of Mexico?;After defeating Victoriano's Huerta Federal Army, only we and the Constitucionalist survived. Should we submit to their rule and end the bloodshed in Mexico or should we declare war with the hope of becoming the new leaders of Mexico?;After defeating Victoriano's Huerta Federal Army, only we and the Constitucionalist survived. Should we submit to their rule and end the bloodshed in Mexico or should we declare war with the hope of becoming the new leaders of Mexico?;After defeating Victoriano's Huerta Federal Army, only we and the Constitucionalist survived. Should we submit to their rule and end the bloodshed in Mexico or should we declare war with the hope of becoming the new leaders of Mexico?;After defeating Victoriano's Huerta Federal Army, only we and the Constitucionalist survived. Should we submit to their rule and end the bloodshed in Mexico or should we declare war with the hope of becoming the new leaders of Mexico?;;;;;;;;;;x
DH_EVENT_2038622_DESC;After defeating Victoriano's Huerta Federal Army, only we and the Constitucionalist survived. Should we submit to their rule and end the bloodshed in Mexico or should we declare war with the hope of becoming the new leaders of Mexico?;After defeating Victoriano's Huerta Federal Army, only we and the Constitucionalist survived. Should we submit to their rule and end the bloodshed in Mexico or should we declare war with the hope of becoming the new leaders of Mexico?;After defeating Victoriano's Huerta Federal Army, only we and the Constitucionalist survived. Should we submit to their rule and end the bloodshed in Mexico or should we declare war with the hope of becoming the new leaders of Mexico?;After defeating Victoriano's Huerta Federal Army, only we and the Constitucionalist survived. Should we submit to their rule and end the bloodshed in Mexico or should we declare war with the hope of becoming the new leaders of Mexico?;After defeating Victoriano's Huerta Federal Army, only we and the Constitucionalist survived. Should we submit to their rule and end the bloodshed in Mexico or should we declare war with the hope of becoming the new leaders of Mexico?;;;;;;;;;;x
DH_EVENT_2145502_DESC;The Entente managed to conquer Constantinople. The heavily centralized Ottoman Empire is now shattering.;The Entente managed to conquer Constantinople. The heavily centralized Ottoman Empire is now shattering.;The Entente managed to conquer Constantinople. The heavily centralized Ottoman Empire is now shattering.;The Entente managed to conquer Constantinople. The heavily centralized Ottoman Empire is now shattering.;The Entente managed to conquer Constantinople. The heavily centralized Ottoman Empire is now shattering.;;;;;;;;;;x
DH_EVENT_2145511_DESC;The Entente have stormed our defenses. We should sue for peace before they reach Constantinople!;The Entente have stormed our defenses. We should sue for peace before they reach Constantinople!;The Entente have stormed our defenses. We should sue for peace before they reach Constantinople!;The Entente have stormed our defenses. We should sue for peace before they reach Constantinople!;The Entente have stormed our defenses. We should sue for peace before they reach Constantinople!;;;;;;;;;;x
DH_EVENT_2145513_DESC;We have been defeated by the Entente and now we have to accept their harsh peace conditions.;We have been defeated by the Entente and now we have to accept their harsh peace conditions.;We have been defeated by the Entente and now we have to accept their harsh peace conditions.;We have been defeated by the Entente and now we have to accept their harsh peace conditions.;We have been defeated by the Entente and now we have to accept their harsh peace conditions.;;;;;;;;;;x
DH_EVENT_2191560_DESC;The Baghdad Railway was the only effective route to the southern parts of the Ottoman Empire. The Anatolian Railway (Istanbul - Konya) had already been built and was operated by a consortium of German companies. In 1903 the same consortium got the concession for a route from Konya to Basra for 99 years. The construction - estimated for 10 years - was stopped by political issues in Ottoman Empire from 1904 until 1910. To obtain the consent of the British Empire to continue the construction, Baghdad was set as the endpoint. During the Great War the construction went on, but due the defeat of the German Empire it wasn't completed until 1940. However, if you do complete the construction, you will get free oil from Mosul.;The Baghdad Railway was the only effective route to the southern parts of the Ottoman Empire. The Anatolian Railway (Istanbul - Konya) had already been built and was operated by a consortium of German companies. In 1903 the same consortium got the concession for a route from Konya to Basra for 99 years. The construction - estimated for 10 years - was stopped by political issues in Ottoman Empire from 1904 until 1910. To obtain the consent of the British Empire to continue the construction, Baghdad was set as the endpoint. During the Great War the construction went on, but due the defeat of the German Empire it wasn't completed until 1940. However, if you do complete the construction, you will get free oil from Mosul.;The Baghdad Railway was the only effective route to the southern parts of the Ottoman Empire. The Anatolian Railway (Istanbul - Konya) had already been built and was operated by a consortium of German companies. In 1903 the same consortium got the concession for a route from Konya to Basra for 99 years. The construction - estimated for 10 years - was stopped by political issues in Ottoman Empire from 1904 until 1910. To obtain the consent of the British Empire to continue the construction, Baghdad was set as the endpoint. During the Great War the construction went on, but due the defeat of the German Empire it wasn't completed until 1940. However, if you do complete the construction, you will get free oil from Mosul.;The Baghdad Railway was the only effective route to the southern parts of the Ottoman Empire. The Anatolian Railway (Istanbul - Konya) had already been built and was operated by a consortium of German companies. In 1903 the same consortium got the concession for a route from Konya to Basra for 99 years. The construction - estimated for 10 years - was stopped by political issues in Ottoman Empire from 1904 until 1910. To obtain the consent of the British Empire to continue the construction, Baghdad was set as the endpoint. During the Great War the construction went on, but due the defeat of the German Empire it wasn't completed until 1940. However, if you do complete the construction, you will get free oil from Mosul.;The Baghdad Railway was the only effective route to the southern parts of the Ottoman Empire. The Anatolian Railway (Istanbul - Konya) had already been built and was operated by a consortium of German companies. In 1903 the same consortium got the concession for a route from Konya to Basra for 99 years. The construction - estimated for 10 years - was stopped by political issues in Ottoman Empire from 1904 until 1910. To obtain the consent of the British Empire to continue the construction, Baghdad was set as the endpoint. During the Great War the construction went on, but due the defeat of the German Empire it wasn't completed until 1940. However, if you do complete the construction, you will get free oil from Mosul.;;;;;;;;;;x
DH_EVENT_2191561_DESC;The presence of oil deposits around Mosul had been well known for a long time. At the beginning of the 20th century, oil was becoming more and more important with each day, but at that time the German Empire was completely dependent on oil imports from USA. For this reason the German consortium asked and manages to obtain the concession to extract all raw materials near the railway. Historically the Germans didn't complete the railway section to Mosul.;The presence of oil deposits around Mosul had been well known for a long time. At the beginning of the 20th century, oil was becoming more and more important with each day, but at that time the German Empire was completely dependent on oil imports from USA. For this reason the German consortium asked and manages to obtain the concession to extract all raw materials near the railway. Historically the Germans didn't complete the railway section to Mosul.;The presence of oil deposits around Mosul had been well known for a long time. At the beginning of the 20th century, oil was becoming more and more important with each day, but at that time the German Empire was completely dependent on oil imports from USA. For this reason the German consortium asked and manages to obtain the concession to extract all raw materials near the railway. Historically the Germans didn't complete the railway section to Mosul.;The presence of oil deposits around Mosul had been well known for a long time. At the beginning of the 20th century, oil was becoming more and more important with each day, but at that time the German Empire was completely dependent on oil imports from USA. For this reason the German consortium asked and manages to obtain the concession to extract all raw materials near the railway. Historically the Germans didn't complete the railway section to Mosul.;The presence of oil deposits around Mosul had been well known for a long time. At the beginning of the 20th century, oil was becoming more and more important with each day, but at that time the German Empire was completely dependent on oil imports from USA. For this reason the German consortium asked and manages to obtain the concession to extract all raw materials near the railway. Historically the Germans didn't complete the railway section to Mosul.;;;;;;;;;;x
DH_EVENT_2191566_DESC;The presence of oil deposits around Mosul had been well known for a long time. At the beginning of the 20th century, oil was becoming more and more important with each day, but at that time the German Empire was completely dependent on oil imports from USA. For this reason Germany decided to fund the construction of the Baghdad railway, obtaining in exchange the concession to extract all raw materials near the railway. Historically the Germans didn't complete the railway section to Mosul.;The presence of oil deposits around Mosul had been well known for a long time. At the beginning of the 20th century, oil was becoming more and more important with each day, but at that time the German Empire was completely dependent on oil imports from USA. For this reason Germany decided to fund the construction of the Baghdad railway, obtaining in exchange the concession to extract all raw materials near the railway. Historically the Germans didn't complete the railway section to Mosul.;The presence of oil deposits around Mosul had been well known for a long time. At the beginning of the 20th century, oil was becoming more and more important with each day, but at that time the German Empire was completely dependent on oil imports from USA. For this reason Germany decided to fund the construction of the Baghdad railway, obtaining in exchange the concession to extract all raw materials near the railway. Historically the Germans didn't complete the railway section to Mosul.;The presence of oil deposits around Mosul had been well known for a long time. At the beginning of the 20th century, oil was becoming more and more important with each day, but at that time the German Empire was completely dependent on oil imports from USA. For this reason Germany decided to fund the construction of the Baghdad railway, obtaining in exchange the concession to extract all raw materials near the railway. Historically the Germans didn't complete the railway section to Mosul.;The presence of oil deposits around Mosul had been well known for a long time. At the beginning of the 20th century, oil was becoming more and more important with each day, but at that time the German Empire was completely dependent on oil imports from USA. For this reason Germany decided to fund the construction of the Baghdad railway, obtaining in exchange the concession to extract all raw materials near the railway. Historically the Germans didn't complete the railway section to Mosul.;;;;;;;;;;x
DH_EVENT_2191562_DESC;Financial, technical and political issues prevented the construction of a tunnel through the Taurus Mountains before the beginning of the Great War. Historically this section was completed on 9th October 1918. It was 37 km long and connected the stations Karapinar and Dorak.;Financial, technical and political issues prevented the construction of a tunnel through the Taurus Mountains before the beginning of the Great War. Historically this section was completed on 9th October 1918. It was 37 km long and connected the stations Karapinar and Dorak.;Financial, technical and political issues prevented the construction of a tunnel through the Taurus Mountains before the beginning of the Great War. Historically this section was completed on 9th October 1918. It was 37 km long and connected the stations Karapinar and Dorak.;Financial, technical and political issues prevented the construction of a tunnel through the Taurus Mountains before the beginning of the Great War. Historically this section was completed on 9th October 1918. It was 37 km long and connected the stations Karapinar and Dorak.;Financial, technical and political issues prevented the construction of a tunnel through the Taurus Mountains before the beginning of the Great War. Historically this section was completed on 9th October 1918. It was 37 km long and connected the stations Karapinar and Dorak.;;;;;;;;;;x
DH_EVENT_2191563_DESC;Financial, technical and political issues prevented the construction of a tunnel through the Taurus Mountains before the beginning of the Great War. Historically this section was completed on 9th October 1918. It was 37 km long and connected the stations Karapinar and Dorak.;Financial, technical and political issues prevented the construction of a tunnel through the Taurus Mountains before the beginning of the Great War. Historically this section was completed on 9th October 1918. It was 37 km long and connected the stations Karapinar and Dorak.;Financial, technical and political issues prevented the construction of a tunnel through the Taurus Mountains before the beginning of the Great War. Historically this section was completed on 9th October 1918. It was 37 km long and connected the stations Karapinar and Dorak.;Financial, technical and political issues prevented the construction of a tunnel through the Taurus Mountains before the beginning of the Great War. Historically this section was completed on 9th October 1918. It was 37 km long and connected the stations Karapinar and Dorak.;Financial, technical and political issues prevented the construction of a tunnel through the Taurus Mountains before the beginning of the Great War. Historically this section was completed on 9th October 1918. It was 37 km long and connected the stations Karapinar and Dorak.;;;;;;;;;;x
DH_EVENT_2191564_DESC;The missing section between the railways stations Tall Abyad and Rasulain was 103 km long. The first part (Tall Abyad – At-Tuaim) was completed on 1st June 1915, the second (At-Tuaim – Rasulain) on 23rd july 1915.;The missing section between the railways stations Tall Abyad and Rasulain was 103 km long. The first part (Tall Abyad – At-Tuaim) was completed on 1st June 1915, the second (At-Tuaim – Rasulain) on 23rd july 1915.;The missing section between the railways stations Tall Abyad and Rasulain was 103 km long. The first part (Tall Abyad – At-Tuaim) was completed on 1st June 1915, the second (At-Tuaim – Rasulain) on 23rd july 1915.;The missing section between the railways stations Tall Abyad and Rasulain was 103 km long. The first part (Tall Abyad – At-Tuaim) was completed on 1st June 1915, the second (At-Tuaim – Rasulain) on 23rd july 1915.;The missing section between the railways stations Tall Abyad and Rasulain was 103 km long. The first part (Tall Abyad – At-Tuaim) was completed on 1st June 1915, the second (At-Tuaim – Rasulain) on 23rd july 1915.;;;;;;;;;;x
DH_EVENT_2191565_DESC;The missing section between the railways stations Tall Abyad and Rasulain was 103 km long. The first part (Tall Abyad – At-Tuaim) was completed on 1st June 1915, the second (At-Tuaim – Rasulain) on 23rd july 1915.;The missing section between the railways stations Tall Abyad and Rasulain was 103 km long. The first part (Tall Abyad – At-Tuaim) was completed on 1st June 1915, the second (At-Tuaim – Rasulain) on 23rd july 1915.;The missing section between the railways stations Tall Abyad and Rasulain was 103 km long. The first part (Tall Abyad – At-Tuaim) was completed on 1st June 1915, the second (At-Tuaim – Rasulain) on 23rd july 1915.;The missing section between the railways stations Tall Abyad and Rasulain was 103 km long. The first part (Tall Abyad – At-Tuaim) was completed on 1st June 1915, the second (At-Tuaim – Rasulain) on 23rd july 1915.;The missing section between the railways stations Tall Abyad and Rasulain was 103 km long. The first part (Tall Abyad – At-Tuaim) was completed on 1st June 1915, the second (At-Tuaim – Rasulain) on 23rd july 1915.;;;;;;;;;;x
DH_EVENT_2191567_DESC;Mosul wasn't connected with the Baghdad Railway until 1939. The Taurus Express rode only until Nusaybin and beyond that haulage services were established which transported passengers with carriages (and later with cars) to the cities of Kirkurk, Mosul and Baghdad.;Mosul wasn't connected with the Baghdad Railway until 1939. The Taurus Express rode only until Nusaybin and beyond that haulage services were established which transported passengers with carriages (and later with cars) to the cities of Kirkurk, Mosul and Baghdad.;Mosul wasn't connected with the Baghdad Railway until 1939. The Taurus Express rode only until Nusaybin and beyond that haulage services were established which transported passengers with carriages (and later with cars) to the cities of Kirkurk, Mosul and Baghdad.;Mosul wasn't connected with the Baghdad Railway until 1939. The Taurus Express rode only until Nusaybin and beyond that haulage services were established which transported passengers with carriages (and later with cars) to the cities of Kirkurk, Mosul and Baghdad.;Mosul wasn't connected with the Baghdad Railway until 1939. The Taurus Express rode only until Nusaybin and beyond that haulage services were established which transported passengers with carriages (and later with cars) to the cities of Kirkurk, Mosul and Baghdad.;;;;;;;;;;x
DH_EVENT_2191568_DESC;Mosul wasn't connected with the Baghdad Railway until 1939. The Taurus Express rode only until Nusaybin and beyond that haulage services were established which transported passengers with carriages (and later with cars) to the cities of Kirkurk, Mosul and Baghdad.;Mosul wasn't connected with the Baghdad Railway until 1939. The Taurus Express rode only until Nusaybin and beyond that haulage services were established which transported passengers with carriages (and later with cars) to the cities of Kirkurk, Mosul and Baghdad.;Mosul wasn't connected with the Baghdad Railway until 1939. The Taurus Express rode only until Nusaybin and beyond that haulage services were established which transported passengers with carriages (and later with cars) to the cities of Kirkurk, Mosul and Baghdad.;Mosul wasn't connected with the Baghdad Railway until 1939. The Taurus Express rode only until Nusaybin and beyond that haulage services were established which transported passengers with carriages (and later with cars) to the cities of Kirkurk, Mosul and Baghdad.;Mosul wasn't connected with the Baghdad Railway until 1939. The Taurus Express rode only until Nusaybin and beyond that haulage services were established which transported passengers with carriages (and later with cars) to the cities of Kirkurk, Mosul and Baghdad.;;;;;;;;;;x
DH_EVENT_2191569_DESC;The section Tall Kutschak – Samarra is 384 km long. It was completed on 15th july 1940. With the inauguration of this section the Baghdad Railway was finally finished.;The section Tall Kutschak – Samarra is 384 km long. It was completed on 15th july 1940. With the inauguration of this section the Baghdad Railway was finally finished.;The section Tall Kutschak – Samarra is 384 km long. It was completed on 15th july 1940. With the inauguration of this section the Baghdad Railway was finally finished.;The section Tall Kutschak – Samarra is 384 km long. It was completed on 15th july 1940. With the inauguration of this section the Baghdad Railway was finally finished.;The section Tall Kutschak – Samarra is 384 km long. It was completed on 15th july 1940. With the inauguration of this section the Baghdad Railway was finally finished.;;;;;;;;;;x
DH_EVENT_2191570_DESC;The section Tall Kutschak – Samarra is 384 km long. It was completed on 15th july 1940. With the inauguration of this section the Baghdad Railway was finally finished.;The section Tall Kutschak – Samarra is 384 km long. It was completed on 15th july 1940. With the inauguration of this section the Baghdad Railway was finally finished.;The section Tall Kutschak – Samarra is 384 km long. It was completed on 15th july 1940. With the inauguration of this section the Baghdad Railway was finally finished.;The section Tall Kutschak – Samarra is 384 km long. It was completed on 15th july 1940. With the inauguration of this section the Baghdad Railway was finally finished.;The section Tall Kutschak – Samarra is 384 km long. It was completed on 15th july 1940. With the inauguration of this section the Baghdad Railway was finally finished.;;;;;;;;;;x
DH_EVENT_2191571_DESC;The missing section between the stations Rasulain and Nusaybin was 110 km long. The first part (Rasulain – Darbiziyya) was completed in february 1917, the second (Darbiziyya – Nusaybin) on 30th june 1918.;The missing section between the stations Rasulain and Nusaybin was 110 km long. The first part (Rasulain – Darbiziyya) was completed in february 1917, the second (Darbiziyya – Nusaybin) on 30th june 1918.;The missing section between the stations Rasulain and Nusaybin was 110 km long. The first part (Rasulain – Darbiziyya) was completed in february 1917, the second (Darbiziyya – Nusaybin) on 30th june 1918.;The missing section between the stations Rasulain and Nusaybin was 110 km long. The first part (Rasulain – Darbiziyya) was completed in february 1917, the second (Darbiziyya – Nusaybin) on 30th june 1918.;The missing section between the stations Rasulain and Nusaybin was 110 km long. The first part (Rasulain – Darbiziyya) was completed in february 1917, the second (Darbiziyya – Nusaybin) on 30th june 1918.;;;;;;;;;;x
