MESSAGE_HEAD_GOV;The Minister of Security reports;The Minister of Security reports;The Minister of Security reports;;The Minister of Security reports;;;;;;;;;x
WEGUARACANCELT_SETUP;When we cancel a guarantee on another nation.;When we cancel a guarantee on another nation.;When we cancel a guarantee on another nation.;;When we cancel a guarantee on another nation.;;;;;;;;;x
WEGUARACANCELT_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
WEGUARACANCELT_1;Cancellation of Guarantee;Cancellation of Guarantee;Cancellation of Guarantee;;Cancellation of Guarantee;;;;;;;;;x
WEGUARACANCELT_2;$MONARCHTITLE$,;$MONARCHTITLE$,;$MONARCHTITLE$,;;$MONARCHTITLE$,;;;;;;;;;x
WEGUARACANCELT_3;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
WEGUARACANCELT_4;are no longer guaranteed by us.;are no longer guaranteed by us.;are no longer guaranteed by us.;;are no longer guaranteed by us.;;;;;;;;;x
WEGUARACANCELT_5;*;*;*;;*;;;;;;;;;x
WEGUARACANCELT_6;*;*;*;;*;;;;;;;;;x
WEGUARACANCELT_LOG;We are no longer guaranteeing $RECIPIENT$'s independence.;We are no longer guaranteeing $RECIPIENT$'s independence.;We are no longer guaranteeing $RECIPIENT$'s independence.;;We are no longer guaranteeing $RECIPIENT$'s independence.;;;;;;;;;x
WEGUARACANCELT_BTN1;OK;OK;OK;;OK;;;;;;;;;x
WEGUARACANCELT_BTN2;OK;OK;OK;;OK;;;;;;;;;x
WEGUARACANCELT_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
WEGUARACANCELT_MAP;*;*;*;;*;;;;;;;;;x
MILALLHONOUR_SETUP;When a nation honours our Military Alliance;When a nation honours our Military Alliance;When a nation honours our Military Alliance;;When a nation honours our Military Alliance;;;;;;;;;x
MILALLHONOUR_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
MILALLHONOUR_1;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
MILALLHONOUR_2;$MONARCHTITLE$, we are not surprised to learn that;$MONARCHTITLE$, we are not surprised to learn that;$MONARCHTITLE$, we are not surprised to learn that;;$MONARCHTITLE$, we are not surprised to learn that;;;;;;;;;x
MILALLHONOUR_3;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
MILALLHONOUR_4;has honoured our Military Alliance and joined our invincible armies in declaring war on;has honoured our Military Alliance and joined our invincible armies in declaring war on;has honoured our Military Alliance and joined our invincible armies in declaring war on;;has honoured our Military Alliance and joined our invincible armies in declaring war on;;;;;;;;;x
MILALLHONOUR_5;$VERSUS$;$VERSUS$;$VERSUS$;;$VERSUS$;;;;;;;;;x
MILALLHONOUR_6;They are now at war with $TARGETLIST$.;They are now at war with $TARGETLIST$.;They are now at war with $TARGETLIST$.;;They are now at war with $TARGETLIST$.;;;;;;;;;x
MILALLHONOUR_LOG;$RECIPIENT$ joined our war against $TARGETLIST$.;$RECIPIENT$ joined our war against $TARGETLIST$.;$RECIPIENT$ joined our war against $TARGETLIST$.;;$RECIPIENT$ joined our war against $TARGETLIST$.;;;;;;;;;x
MILALLHONOUR_BTN1;Great!;Great!;Great!;;Great!;;;;;;;;;x
MILALLHONOUR_BTN2;Great!;Great!;Great!;;Great!;;;;;;;;;x
MILALLHONOUR_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
MILALLHONOUR_MAP;*;*;*;;*;;;;;;;;;x
WEMILALLHONOUR_SETUP;When we honour a Military Alliance;When we honour a Military Alliance;When we honour a Military Alliance;;When we honour a Military Alliance;;;;;;;;;x
WEMILALLHONOUR_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
WEMILALLHONOUR_1;Military Alliance Honoured.;Military Alliance Honoured.;Military Alliance Honoured.;;Military Alliance Honoured.;;;;;;;;;x
WEMILALLHONOUR_2;$MONARCHTITLE$, we have decided that;$MONARCHTITLE$, we have decided that;$MONARCHTITLE$, we have decided that;;$MONARCHTITLE$, we have decided that;;;;;;;;;x
WEMILALLHONOUR_3;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x
WEMILALLHONOUR_4;is only just worthy of our support in their war against;is only just worthy of our support in their war against;is only just worthy of our support in their war against;;is only just worthy of our support in their war against;;;;;;;;;x
WEMILALLHONOUR_5;$VERSUS$;$VERSUS$;$VERSUS$;;$VERSUS$;;;;;;;;;x
WEMILALLHONOUR_6;We are now at war with $TARGETLIST$.;We are now at war with $TARGETLIST$.;We are now at war with $TARGETLIST$.;;We are now at war with $TARGETLIST$.;;;;;;;;;x
WEMILALLHONOUR_LOG;We joined $ACTOR$ in a war against $TARGETLIST$.;We joined $ACTOR$ in a war against $TARGETLIST$.;We joined $ACTOR$ in a war against $TARGETLIST$.;;We joined $ACTOR$ in a war against $TARGETLIST$.;;;;;;;;;x
WEMILALLHONOUR_BTN1;OK;OK;OK;;OK;;;;;;;;;x
WEMILALLHONOUR_BTN2;OK;OK;OK;;OK;;;;;;;;;x
WEMILALLHONOUR_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
WEMILALLHONOUR_MAP;*;*;*;;*;;;;;;;;;x
OTHERMILALLHONOUR_SETUP;When a nation honours a Military Alliance with another nation;When a nation honours a Military Alliance with another nation;When a nation honours a Military Alliance with another nation;;When a nation honours a Military Alliance with another nation;;;;;;;;;x
OTHERMILALLHONOUR_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;;$minister_of_intelligence$ reports;;;;;;;;;x
OTHERMILALLHONOUR_1;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
OTHERMILALLHONOUR_2;$MONARCHTITLE$, $RECIPIENT$ have honoured their;$MONARCHTITLE$, $RECIPIENT$ have honoured their;$MONARCHTITLE$, $RECIPIENT$ have honoured their;;$MONARCHTITLE$, $RECIPIENT$ have honoured their;;;;;;;;;x
OTHERMILALLHONOUR_3;MILITARY ALLIANCE;MILITARY ALLIANCE;MILITARY ALLIANCE;;MILITARY ALLIANCE;;;;;;;;;x
OTHERMILALLHONOUR_4;with;with;with;;with;;;;;;;;;x
OTHERMILALLHONOUR_5;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x
OTHERMILALLHONOUR_6;They are now at war with $TARGETLIST$.;They are now at war with $TARGETLIST$.;They are now at war with $TARGETLIST$.;;They are now at war with $TARGETLIST$.;;;;;;;;;x
OTHERMILALLHONOUR_LOG;$RECIPIENT$ joined $ACTOR$ in a war against $TARGETLIST$.;$RECIPIENT$ joined $ACTOR$ in a war against $TARGETLIST$.;$RECIPIENT$ joined $ACTOR$ in a war against $TARGETLIST$.;;$RECIPIENT$ joined $ACTOR$ in a war against $TARGETLIST$.;;;;;;;;;x
OTHERMILALLHONOUR_BTN1;OK;OK;OK;;OK;;;;;;;;;x
OTHERMILALLHONOUR_BTN2;OK;OK;OK;;OK;;;;;;;;;x
OTHERMILALLHONOUR_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
OTHERMILALLHONOUR_MAP;*;*;*;;*;;;;;;;;;x
MILALLDISHONOUR_SETUP;When a nation dishonours our Military Alliance;When a nation dishonours our Military Alliance;When a nation dishonours our Military Alliance;;When a nation dishonours our Military Alliance;;;;;;;;;x
MILALLDISHONOUR_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
MILALLDISHONOUR_1;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
MILALLDISHONOUR_2;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x
MILALLDISHONOUR_3;The traitorous $RECIPIENT$;The traitorous $RECIPIENT$;The traitorous $RECIPIENT$;;The traitorous $RECIPIENT$;;;;;;;;;x
MILALLDISHONOUR_4;have refused to join us in our just and noble war.;have refused to join us in our just and noble war.;have refused to join us in our just and noble war.;;have refused to join us in our just and noble war.;;;;;;;;;x
MILALLDISHONOUR_5;We will deal with this stab in the back later.;We will deal with this stab in the back later.;We will deal with this stab in the back later.;;We will deal with this stab in the back later.;;;;;;;;;x
MILALLDISHONOUR_6;This is exactly the kind of dishonourable behaviour we shall take a long time to forget.;This is exactly the kind of dishonourable behaviour we shall take a long time to forget.;This is exactly the kind of dishonourable behaviour we shall take a long time to forget.;;This is exactly the kind of dishonourable behaviour we shall take a long time to forget.;;;;;;;;;x
MILALLDISHONOUR_LOG;$RECIPIENT$ dishonoured our Alliance.;$RECIPIENT$ dishonoured our Alliance.;$RECIPIENT$ dishonoured our Alliance.;;$RECIPIENT$ dishonoured our Alliance.;;;;;;;;;x
MILALLDISHONOUR_BTN1;OK;OK;OK;;OK;;;;;;;;;x
MILALLDISHONOUR_BTN2;OK;OK;OK;;OK;;;;;;;;;x
MILALLDISHONOUR_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
MILALLDISHONOUR_MAP;*;*;*;;*;;;;;;;;;x
WEMILALLDISHONOUR_SETUP;When we dishonour a Military Alliance;When we dishonour a Military Alliance;When we dishonour a Military Alliance;;When we dishonour a Military Alliance;;;;;;;;;x
WEMILALLDISHONOUR_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
WEMILALLDISHONOUR_1;Military Alliance Dishonoured.;Military Alliance Dishonoured.;Military Alliance Dishonoured.;;Military Alliance Dishonoured.;;;;;;;;;x
WEMILALLDISHONOUR_2;$MONARCHTITLE$, we have decided that the war declared by;$MONARCHTITLE$, we have decided that the war declared by;$MONARCHTITLE$, we have decided that the war declared by;;$MONARCHTITLE$, we have decided that the war declared by;;;;;;;;;x
WEMILALLDISHONOUR_3;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x
WEMILALLDISHONOUR_4;is not really in our interest at this time;is not really in our interest at this time;is not really in our interest at this time;;is not really in our interest at this time;;;;;;;;;x
WEMILALLDISHONOUR_5;*;*;*;;*;;;;;;;;;x
WEMILALLDISHONOUR_6;We have taken great delight in telling them that they are on their own for this war.;We have taken great delight in telling them that they are on their own for this war.;We have taken great delight in telling them that they are on their own for this war.;;We have taken great delight in telling them that they are on their own for this war.;;;;;;;;;x
WEMILALLDISHONOUR_LOG;We dishonoured our Alliance with $ACTOR$.;We dishonoured our Alliance with $ACTOR$.;We dishonoured our Alliance with $ACTOR$.;;We dishonoured our Alliance with $ACTOR$.;;;;;;;;;x
WEMILALLDISHONOUR_BTN1;OK;OK;OK;;OK;;;;;;;;;x
WEMILALLDISHONOUR_BTN2;OK;OK;OK;;OK;;;;;;;;;x
WEMILALLDISHONOUR_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
WEMILALLDISHONOUR_MAP;*;*;*;;*;;;;;;;;;x
OTHERMILALLDISHONOUR_SETUP;When a nation dishonours a Military Alliance with another nation;When a nation dishonours a Military Alliance with another nation;When a nation dishonours a Military Alliance with another nation;;When a nation dishonours a Military Alliance with another nation;;;;;;;;;x
OTHERMILALLDISHONOUR_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;;$minister_of_intelligence$ reports;;;;;;;;;x
OTHERMILALLDISHONOUR_1;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
OTHERMILALLDISHONOUR_2;$MONARCHTITLE$, $RECIPIENT$ have dishonoured their;$MONARCHTITLE$, $RECIPIENT$ have dishonoured their;$MONARCHTITLE$, $RECIPIENT$ have dishonoured their;;$MONARCHTITLE$, $RECIPIENT$ have dishonoured their;;;;;;;;;x
OTHERMILALLDISHONOUR_3;MILITARY ALLIANCE;MILITARY ALLIANCE;MILITARY ALLIANCE;;MILITARY ALLIANCE;;;;;;;;;x
OTHERMILALLDISHONOUR_4;with;with;with;;with;;;;;;;;;x
OTHERMILALLDISHONOUR_5;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x
OTHERMILALLDISHONOUR_6;Fools! The more divided they are the quicker they fall to our might.;Fools! The more divided they are the quicker they fall to our might.;Fools! The more divided they are the quicker they fall to our might.;;Fools! The more divided they are the quicker they fall to our might.;;;;;;;;;x
OTHERMILALLDISHONOUR_LOG;$RECIPIENT$ dishonoured their Alliance with $ACTOR$.;$RECIPIENT$ dishonoured their Alliance with $ACTOR$.;$RECIPIENT$ dishonoured their Alliance with $ACTOR$.;;$RECIPIENT$ dishonoured their Alliance with $ACTOR$.;;;;;;;;;x
OTHERMILALLDISHONOUR_BTN1;$RECIPIENT$ refused to join $ACTOR$'s war against $TARGETLIST$.;$RECIPIENT$ refused to join $ACTOR$'s war against $TARGETLIST$.;$RECIPIENT$ refused to join $ACTOR$'s war against $TARGETLIST$.;;$RECIPIENT$ refused to join $ACTOR$'s war against $TARGETLIST$.;;;;;;;;;x
OTHERMILALLDISHONOUR_BTN2;OK;OK;OK;;OK;;;;;;;;;x
OTHERMILALLDISHONOUR_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
OTHERMILALLDISHONOUR_MAP;*;*;*;;*;;;;;;;;;x
WENAP_SETUP;When we set up a non-aggression pact;When we set up a non-aggression pact;When we set up a non-aggression pact;;When we set up a non-aggression pact;;;;;;;;;x
WENAP_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
WENAP_1;Non-Aggression Pact.;Non-Aggression Pact.;Non-Aggression Pact.;;Non-Aggression Pact.;;;;;;;;;x
WENAP_2;$MONARCHTITLE$, we have decided to sign a;$MONARCHTITLE$, we have decided to sign a;$MONARCHTITLE$, we have decided to sign a;;$MONARCHTITLE$, we have decided to sign a;;;;;;;;;x
WENAP_3;Non-Aggression Pact;Non-Aggression Pact;Non-Aggression Pact;;Non-Aggression Pact;;;;;;;;;x
WENAP_4;with;with;with;;with;;;;;;;;;x
WENAP_5;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
WENAP_6;We can no longer declare war on them.;We can no longer declare war on them.;We can no longer declare war on them.;;We can no longer declare war on them.;;;;;;;;;x
WENAP_LOG;We formed a non-aggression pact with $RECIPIENT$.;We formed a non-aggression pact with $RECIPIENT$.;We formed a non-aggression pact with $RECIPIENT$.;;We formed a non-aggression pact with $RECIPIENT$.;;;;;;;;;x
WENAP_BTN1;OK;OK;OK;;OK;;;;;;;;;x
WENAP_BTN2;OK;OK;OK;;OK;;;;;;;;;x
WENAP_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
WENAP_MAP;*;*;*;;*;;;;;;;;;x
THEYNAP_SETUP;When another nation accepts our non-aggression pact;When another nation accepts our non-aggression pact;When another nation accepts our non-aggression pact;;When another nation accepts our non-aggression pact;;;;;;;;;x
THEYNAP_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
THEYNAP_1;Non-Aggression Pact.;Non-Aggression Pact.;Non-Aggression Pact.;;Non-Aggression Pact.;;;;;;;;;x
THEYNAP_2;$MONARCHTITLE$, $RECIPIENT$ have decided to;$MONARCHTITLE$, $RECIPIENT$ have decided to;$MONARCHTITLE$, $RECIPIENT$ have decided to;;$MONARCHTITLE$, $RECIPIENT$ have decided to;;;;;;;;;x
THEYNAP_3;ACCEPT;ACCEPT;ACCEPT;;ACCEPT;;;;;;;;;x
THEYNAP_4;our;our;our;;our;;;;;;;;;x
THEYNAP_5;Non-Aggression Pact;Non-Aggression Pact;Non-Aggression Pact;;Non-Aggression Pact;;;;;;;;;x
THEYNAP_6;We can no longer declare war on them.;We can no longer declare war on them.;We can no longer declare war on them.;;We can no longer declare war on them.;;;;;;;;;x
THEYNAP_LOG;We formed a non-aggression pact with $RECIPIENT$.;We formed a non-aggression pact with $RECIPIENT$.;We formed a non-aggression pact with $RECIPIENT$.;;We formed a non-aggression pact with $RECIPIENT$.;;;;;;;;;x
THEYNAP_BTN1;OK;OK;OK;;OK;;;;;;;;;x
THEYNAP_BTN2;OK;OK;OK;;OK;;;;;;;;;x
THEYNAP_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
THEYNAP_MAP;*;*;*;;*;;;;;;;;;x
OTHERNAP_SETUP;When other nations sign a non-aggression pact.;When other nations sign a non-aggression pact.;When other nations sign a non-aggression pact.;;When other nations sign a non-aggression pact.;;;;;;;;;x
OTHERNAP_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;;$minister_of_intelligence$ reports;;;;;;;;;x
OTHERNAP_1;Non-Aggression Pact.;Non-Aggression Pact.;Non-Aggression Pact.;;Non-Aggression Pact.;;;;;;;;;x
OTHERNAP_2;$MONARCHTITLE$, $ACTOR$ have decided to sign a;$MONARCHTITLE$, $ACTOR$ have decided to sign a;$MONARCHTITLE$, $ACTOR$ have decided to sign a;;$MONARCHTITLE$, $ACTOR$ have decided to sign a;;;;;;;;;x
OTHERNAP_3;Non-Aggression Pact;Non-Aggression Pact;Non-Aggression Pact;;Non-Aggression Pact;;;;;;;;;x
OTHERNAP_4;with;with;with;;with;;;;;;;;;x
OTHERNAP_5;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
OTHERNAP_6;They can no longer declare war on one another.;They can no longer declare war on one another.;They can no longer declare war on one another.;;They can no longer declare war on one another.;;;;;;;;;x
OTHERNAP_LOG;$ACTOR$ signed a non-aggression pact with $RECIPIENT$.;$ACTOR$ signed a non-aggression pact with $RECIPIENT$.;$ACTOR$ signed a non-aggression pact with $RECIPIENT$.;;$ACTOR$ signed a non-aggression pact with $RECIPIENT$.;;;;;;;;;x
OTHERNAP_BTN1;OK;OK;OK;;OK;;;;;;;;;x
OTHERNAP_BTN2;OK;OK;OK;;OK;;;;;;;;;x
OTHERNAP_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
OTHERNAP_MAP;*;*;*;;*;;;;;;;;;x
WECANCELNAP_SETUP;When we cancel a non-aggression pact;When we cancel a non-aggression pact;When we cancel a non-aggression pact;;When we cancel a non-aggression pact;;;;;;;;;x
WECANCELNAP_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
WECANCELNAP_1;Non-Aggression Pact.;Non-Aggression Pact.;Non-Aggression Pact.;;Non-Aggression Pact.;;;;;;;;;x
WECANCELNAP_2;$MONARCHTITLE$, we have decided to cancel our;$MONARCHTITLE$, we have decided to cancel our;$MONARCHTITLE$, we have decided to cancel our;;$MONARCHTITLE$, we have decided to cancel our;;;;;;;;;x
WECANCELNAP_3;Non-Aggression Pact;Non-Aggression Pact;Non-Aggression Pact;;Non-Aggression Pact;;;;;;;;;x
WECANCELNAP_4;with;with;with;;with;;;;;;;;;x
WECANCELNAP_5;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
WECANCELNAP_6;We can now declare war on them.;We can now declare war on them.;We can now declare war on them.;;We can now declare war on them.;;;;;;;;;x
WECANCELNAP_LOG;We canceled our non-aggression pact with $RECIPIENT$.;We canceled our non-aggression pact with $RECIPIENT$.;We canceled our non-aggression pact with $RECIPIENT$.;;We canceled our non-aggression pact with $RECIPIENT$.;;;;;;;;;x
WECANCELNAP_BTN1;OK;OK;OK;;OK;;;;;;;;;x
WECANCELNAP_BTN2;OK;OK;OK;;OK;;;;;;;;;x
WECANCELNAP_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
WECANCELNAP_MAP;*;*;*;;*;;;;;;;;;x
OTHERCANCELNAP_SETUP;When another nation cancels a non-aggression pact.;When another nation cancels a non-aggression pact.;When another nation cancels a non-aggression pact.;;When another nation cancels a non-aggression pact.;;;;;;;;;x
OTHERCANCELNAP_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;;$minister_of_intelligence$ reports;;;;;;;;;x
OTHERCANCELNAP_1;Non-Aggression Pact.;Non-Aggression Pact.;Non-Aggression Pact.;;Non-Aggression Pact.;;;;;;;;;x
OTHERCANCELNAP_2;$MONARCHTITLE$, $ACTOR$ have decided to cancel their;$MONARCHTITLE$, $ACTOR$ have decided to cancel their;$MONARCHTITLE$, $ACTOR$ have decided to cancel their;;$MONARCHTITLE$, $ACTOR$ have decided to cancel their;;;;;;;;;x
OTHERCANCELNAP_3;Non-Aggression Pact;Non-Aggression Pact;Non-Aggression Pact;;Non-Aggression Pact;;;;;;;;;x
OTHERCANCELNAP_4;with;with;with;;with;;;;;;;;;x
OTHERCANCELNAP_5;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
OTHERCANCELNAP_6;War may now be in the cards.;War may now be in the cards.;War may now be in the cards.;;War may now be in the cards.;;;;;;;;;x
OTHERCANCELNAP_LOG;$ACTOR$ canceled their non-aggression pact with $RECIPIENT$.;$ACTOR$ canceled their non-aggression pact with $RECIPIENT$.;$ACTOR$ canceled their non-aggression pact with $RECIPIENT$.;;$ACTOR$ canceled their non-aggression pact with $RECIPIENT$.;;;;;;;;;x
OTHERCANCELNAP_BTN1;OK;OK;OK;;OK;;;;;;;;;x
OTHERCANCELNAP_BTN2;OK;OK;OK;;OK;;;;;;;;;x
OTHERCANCELNAP_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
OTHERCANCELNAP_MAP;*;*;*;;*;;;;;;;;;x
THEYCANCELNAP_SETUP;When another nation cancels a non-aggression pact with us.;When another nation cancels a non-aggression pact with us.;When another nation cancels a non-aggression pact with us.;;When another nation cancels a non-aggression pact with us.;;;;;;;;;x
THEYCANCELNAP_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;;$minister_of_intelligence$ reports;;;;;;;;;x
THEYCANCELNAP_1;Non-Aggression Pact.;Non-Aggression Pact.;Non-Aggression Pact.;;Non-Aggression Pact.;;;;;;;;;x
THEYCANCELNAP_2;$MONARCHTITLE$, our;$MONARCHTITLE$, our;$MONARCHTITLE$, our;;$MONARCHTITLE$, our;;;;;;;;;x
THEYCANCELNAP_3;Non-Aggression Pact;Non-Aggression Pact;Non-Aggression Pact;;Non-Aggression Pact;;;;;;;;;x
THEYCANCELNAP_4;with;with;with;;with;;;;;;;;;x
THEYCANCELNAP_5;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x
THEYCANCELNAP_6;Have been CANCELED.;Have been CANCELED.;Have been CANCELED.;;Have been CANCELED.;;;;;;;;;x
THEYCANCELNAP_LOG;$ACTOR$ canceled their non-aggression pact with $RECIPIENT$.;$ACTOR$ canceled their non-aggression pact with $RECIPIENT$.;$ACTOR$ canceled their non-aggression pact with $RECIPIENT$.;;$ACTOR$ canceled their non-aggression pact with $RECIPIENT$.;;;;;;;;;x
THEYCANCELNAP_BTN1;OK;OK;OK;;OK;;;;;;;;;x
THEYCANCELNAP_BTN2;OK;OK;OK;;OK;;;;;;;;;x
THEYCANCELNAP_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
THEYCANCELNAP_MAP;*;*;*;;*;;;;;;;;;x
WEREJECTNAP_SETUP;When we reject a non-aggression pact;When we reject a non-aggression pact;When we reject a non-aggression pact;;When we reject a non-aggression pact;;;;;;;;;x
WEREJECTNAP_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
WEREJECTNAP_1;Non-Aggression Pact.;Non-Aggression Pact.;Non-Aggression Pact.;;Non-Aggression Pact.;;;;;;;;;x
WEREJECTNAP_2;$MONARCHTITLE$, we have decided to reject the;$MONARCHTITLE$, we have decided to reject the;$MONARCHTITLE$, we have decided to reject the;;$MONARCHTITLE$, we have decided to reject the;;;;;;;;;x
WEREJECTNAP_3;Non-Aggression Pact;Non-Aggression Pact;Non-Aggression Pact;;Non-Aggression Pact;;;;;;;;;x
WEREJECTNAP_4;offered by;offered by;offered by;;offered by;;;;;;;;;x
WEREJECTNAP_5;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x
WEREJECTNAP_6;We have preserved our freedom.;We have preserved our freedom.;We have preserved our freedom.;;We have preserved our freedom.;;;;;;;;;x
WEREJECTNAP_LOG;We rejected a non-aggression pact with $ACTOR$.;We rejected a non-aggression pact with $ACTOR$.;We rejected a non-aggression pact with $ACTOR$.;;We rejected a non-aggression pact with $ACTOR$.;;;;;;;;;x
WEREJECTNAP_BTN1;OK;OK;OK;;OK;;;;;;;;;x
WEREJECTNAP_BTN2;OK;OK;OK;;OK;;;;;;;;;x
WEREJECTNAP_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
WEREJECTNAP_MAP;*;*;*;;*;;;;;;;;;x
OTHERREJECTNAP_SETUP;When another nation rejects a non-aggression pact.;When another nation rejects a non-aggression pact.;When another nation rejects a non-aggression pact.;;When another nation rejects a non-aggression pact.;;;;;;;;;x
OTHERREJECTNAP_HEADER;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;$minister_of_intelligence$ reports;;$minister_of_intelligence$ reports;;;;;;;;;x
OTHERREJECTNAP_1;Non-Aggression Pact.;Non-Aggression Pact.;Non-Aggression Pact.;;Non-Aggression Pact.;;;;;;;;;x
OTHERREJECTNAP_2;$MONARCHTITLE$, $RECIPIENT$ have rejected the;$MONARCHTITLE$, $RECIPIENT$ have rejected the;$MONARCHTITLE$, $RECIPIENT$ have rejected the;;$MONARCHTITLE$, $RECIPIENT$ have rejected the;;;;;;;;;x
OTHERREJECTNAP_3;Non-Aggression Pact;Non-Aggression Pact;Non-Aggression Pact;;Non-Aggression Pact;;;;;;;;;x
OTHERREJECTNAP_4;offered by;offered by;offered by;;offered by;;;;;;;;;x
OTHERREJECTNAP_5;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x
OTHERREJECTNAP_6;*;*;*;;*;;;;;;;;;x
OTHERREJECTNAP_LOG;$RECIPIENT$ rejected a non-aggression pact with $ACTOR$.;$RECIPIENT$ rejected a non-aggression pact with $ACTOR$.;$RECIPIENT$ rejected a non-aggression pact with $ACTOR$.;;$RECIPIENT$ rejected a non-aggression pact with $ACTOR$.;;;;;;;;;x
OTHERREJECTNAP_BTN1;OK;OK;OK;;OK;;;;;;;;;x
OTHERREJECTNAP_BTN2;OK;OK;OK;;OK;;;;;;;;;x
OTHERREJECTNAP_BTN3;Go to;Go to;Go to;;Go to;;;;;;;;;x
OTHERREJECTNAP_MAP;*;*;*;;*;;;;;;;;;x
THEYREJECTNAP_SETUP;When another nation rejects a Non-Aggression pact offered by us.;When another nation rejects a Non-Aggression pact offered by us.;When another nation rejects a Non-Aggression pact offered by us.;;When another nation rejects a Non-Aggression pact offered by us.;;;;;;;;;x
THEYREJECTNAP_HEADER;$foreign_minister$ reports;$foreign_minister$ reports;$foreign_minister$ reports;;$foreign_minister$ reports;;;;;;;;;x
THEYREJECTNAP_1;Non-Aggression Pact.;Non-Aggression Pact.;Non-Aggression Pact.;;Non-Aggression Pact.;;;;;;;;;x
