EVT1914_2007532_DESC;White General Alexeyev fielded an army supporting the Tzar and opposed to our government.;Le gйnйral Blanc Alexeyev a levй une armйe contre notre gouvernement et supportant le Tsar.;Der weissrussische General Alexeiev hat eine Freiwilligenarmee ausgehoben, die auf Seiten des Zaren steht und damit unser Gegner sein wird.;Biaіy generaі Aleksiejew wystawiі armiк wspieraj№c№ cara i wyst№piі przeciw naszemu rz№dowi.;El General Blanco, Alexeiev, ha creado un ejercito de voluntarios para apoyar al Zar y destruir nuestro gobierno.;Il generale bianco Alexeiev ha messo in campo un esercito di sostegno allo Zar e contrario al nostro governo.;;;;;;Белый генерал Алексеев отказался признать власть большевиков и опубликовал воззвание к офицерам с призывом вступать в Добровольческую армию.;x;;
EVT1914_2019508_NAME;Greece and the Dardanelles;La Grиce et les Dardanelles;Griechenland und die Dardanellen;Grecja i Dardanele;Grecia y los Dardanelos;La Grecia e i Dardanelli;;;;;;Греция и Дарданеллы;x;;
EVT1914_2019509_ACTIONA;Propose the plan;Proposer le plan;Den Plan vorschlagen;Zaproponuj plan;Proponer el plan;Proponiamo il piano;;;;;;Предложить план !;x;;
EVT1914_2019509_DESC;Following Venizelos dismissal, the new prime minister Dimitrios Gounaris proposes a plan to the Entente. Greece agrees to join their side in exchange for protection against Bulgaria. If Bulgaria is still neutral, the Entente is likely to reject our proposal.;Aprиs la dйmission de Vйnizelos, Dimitrios Gounaris propose un nouveau plan а l'Entente. La Grиce rejoint leur camp en йchange d'une protection contre la Bulgarie. Si la Bulgarie est encore neutre, l'Entente refusera certainement ce plan.;Nach der Entlassung Venizelos durch den Kцnig schlug der neue Premierminister, Dimitrios Gounaris, der Entente einen neuen Plan vor. Wenn die Entente Giechenland gegen Bulgarien verteidigen wьrde, trдte Griechenland der Entente bei. Allerdings ist es ziemlich wahrscheinlich, daЯ die Entente diesen Plan ablehnt, wenn Bulgarien weiterhin neutral bleibt.;Wkrуtce po odwoіaniu Venizelosa, nowy premier Dimitros Gounaris proponuje Entencie plan, Grecja zgadza siк wі№czyж siк do wojny po jej stronie w zamian za ochronк przeciwko Buіgarii. Jeњli Buіgaria pozostaje wci№ї neturalna, Ententa prawdopodobnie odrzuci nasz№ propozycjк.;Luego de la caнda del gobierno de Venizelos, el nuevo Primer Ministro, Dimitrios Gounaris propone un plan a la Entente. Grecia accede a declarar a la guerra al Imperio Alemбn y sus aliados a cambio de protecciуn contra Bulgaria. Si Bulgaria sigue neutral, la Entente probablemente rechazara la propuesta.;Dopo le dimissioni di Venizelos, il nuovo Primo Ministro Dimitrios Gounaris propone un piano per l'Intesa. La Grecia accetta di unirsi al loro fianco in cambio di una protezione contro la Bulgaria. Se la Bulgaria и ancora neutrale, и probabile che l'Intesa rifiuti la nostra proposta.;;;;;;После отставки Венизелоса, новый премьер-министр Димитриос Гунарис предложил представителям 'Антанты' план. Греция согласна присоединиться к войне на их стороне в обмен на защиту от Болгарии. Однако если Болгария по-прежнему нейтральна, державы 'Антанты' скорее всего отклонят наше предложение.;x;;
EVT1914_2019509_NAME;The Gounaris plan;Le plan de Gounaris;Der 'Gounaris' Plan;Plan Gounarisa;El Plan de Gounaris;Il piano di Gounaris;;;;;;План Гунариса;x;;
EVT1914_2019510_ACTIONA;Venizelos triumphs!;Venizelos triomphe !;Venizelos triumphiert;Venizelos triumfuje!;Venizelos triunfa! de nuevo...;Venizelos trionfa!;;;;;;Триумф Венизелоса !;x;;
EVT1914_2019510_DESC;Those elections saw a large victory for Elefthйrios Venizйlos, still popular among Greek citizens. Konstantinos is forced to call him back as his Prime Minister.;Ces йlections ont vu une large victoire d'Elefthйrios Venizйlos, toujours trиs populaire parmi les citoyens grecs. Le roi Konstantinos est obligй de le rappeler au poste de Premier Ministre.;Aus den Wahlen von 1915 ging Venizelos als klarer Sieger hervor. Kцnig Konstantinos musste den bei den Bьrgern sehr beliebten Politiker notgedrungen wieder zum Premierminister bestimmen.;Te wybory oznaczaіy wielkie zwyciкstwo Eleftheriosa Venizelosa, wci№ї popularnego wњrуd greckiego spoіeczeсstwa. Konstantyn zmuuszony jest powoіaж go ponownie na stanowisko premiera.;Estas elecciones fueron una gran victoria para Elefthйrios Venizйlos, aun popular entre la ciudadanнa griega, el Rey se ha visto obligado a llamarlo otra vez, muy a su pesar, a formar gobierno;Tali elezioni sono state una grande vittoria per Eleftherios Venizelos, ancora popolare tra i cittadini greci. Costantino и costretto a richiamarlo come suo primo ministro.;;;;;;Недавно прошедшие выборы принесли убедительную победу Элефтериосу Венизелосу, который по-прежнему остается популярным среди простого народа. Как следствие, король Константин вынужден вновь назначить его на пост премьер-министра Греции.;x;;
EVT1914_2019510_NAME;Legislative elections, 1915;Elections lйgislatives de 1915;Die Wahl der Legislative 1915;Wybory parlamentarne 1915 r.;Elecciones Legislativas de 1915;Elezioni legislative del 1915;;;;;;Парламентские выборы в Греции 1915 года ;x;;
EVT1914_2019511_ACTIONA;Mobilize and prepare for war;Mobiliser et se prйparer а la guerre;Mobilmachung und offensive Schritte planen;Mobilizuj siіy i przygotuj siк do wojny;Declarar la Movilizaciуn Total!;Mobilizziamoci e prepariamoci alla guerra;;;;;;Начать мобилизацию и подготовку к войне !;x;;
EVT1914_2019511_ACTIONB;Mobilize defensively;Mobiliser dйfensivement;Mobilmachung fьr defensive Massnahmen ;Mobilizuj siіy i nastaw siк na obronк;Proclamar una movilizaciуn defensiva;Mobilizziamoci ma per difenderci;;;;;;Начать оборонительную мобилизацию !;x;;
EVT1914_2019511_ACTIONC;Do nothing;Ne rien faire;Wir tun … gar nichts;Nie rуb nic;Ignorarle, que se vaya con viento fresco!;Non facciamo niente;;;;;;Ничего не делать…;x;;
EVT1914_2019512_ACTIONA;Damn Venizelos;Satanй Venizelos;Verdammter Venizelos;Cholerny Venizelos;Maldito Venizelos! Traidor!;Maledetto Venizelos;;;;;;Проклятый Венизелос !;x;;
EVT1914_2019512_ACTIONB;OK, join the Entente;C'est assez, rejoignons l'Entente;Wir treten der Entente bei;OK, przyі№cz siк do Ententy;Muy bien, unamonos a la  Entente;Ok, unisciti all'Intesa;;;;;;Хорошо, присоединиться к 'Антанте';x;;
EVT1914_2019512_DESC;Greece's Prime Minister Venizelos proposed the Entente seize the port of Thessaloniki, against King Konstantinos' will. This is another step in the struggle between those men.;Le premier ministre grec Venizelosa proposй а l'Entente de s'emparer du port de Thessalonique, contre l'avis du Roi Konstantinos. C'est une йtape de plus dans le combat que se livre les deux hommes.;Der griechische Premierminister schlдgt uns, gegen den Willen seines Kцnigs, vor, daЯ unser nдchstes Angriffsziel Thessaloniki sein sollte. Dieser Hafen wдre eine gute Basis fьr die Operation auf den Dardanellen. Ein weiterer Streitpunkt zwischen den beiden mдchtigsten Mдnnern Griechenlands.;Grecki premier Venizelos zaproponowaі Entencie przejкcie portu w Salonikach, wbrew woli jego krуla. To kolejny epizod w sporze tych osуb.;El Primer Ministro griego, Venizelos, propuso a la Entente invadir el puerto de Tesalуnica, la segunda ciudad mбs grande del reino, en contra de la voluntad de Rey Konstantinos. Esta es solo una batalla mбs en la guerra que hay entre ambos… Ademбs de habernos dejado con una ciudad ocupada por potencias extranjeras…;Il Primo Ministro Greco Venizelos ci ha proposto di impossessarci del porto di Salonicco, contro la volontа del Re. Questo и un'altro scontro nella lotta tra i due uomini.;;;;;;Греческий премьер-министр Венизелос, пойдя против воли короля Константина, предложил державам 'Антанты' захватить порт Салоники. Это  - еще один шаг в противостоянии между ними…;x;;
EVT1914_2019512_NAME;The Entente seizes Thessaloniki;L'Entente s'empare de Thessalonique;Die Entente besetzt Thessaloniki;Ententa zajmuje Saloniki;La Entente invade Tesalуmnica!;L'Intesa si и impossessata di Salonicco.;;;;;;Захват Салоник войсками 'Антанты';x;;
EVT1914_2019513_ACTIONB;Demobilize;Dйmobiliser;Wir demobilisieren;Demobilizuj wojska;No debemos retarles...;Demobilizziamoci;;;;;;Демобилизовать армию…;x;;
EVT1914_2019513_DESC;The Entente leaders ask us to demobilize our troops, as we are actually not at war against Bulgaria. We have nothing to lose if we keep our troops mobilized as they don't have the means to attack us, but they'll be upset.;Les chefs de l'Entente nous demandent de dйmobiliser nos troupes, йtant donnй qu'aucune opйration n'est menйe contre la Bulgarie. Nous n'avons toutefois rien а perdre а ne pas dйmobiliser, ils n'ont pas les moyens de nous attaquer. Ils seront en revanche dйзus.;Die Fьhrer der Entente bitten uns, die Mobilmachung unserer Truppen rьckgдngig zu machen, da wir nicht mit Bulgarien im Krieg sind. Wenn wir diese Bitte ablehnen, kann uns nichts passieren, da die Entente nicht die Mцglichkeiten hat uns zu schaden. Allerdings werden sie dann ziemlich erbost sein.;Dowуdcy Ententy ї№daj№ od nas demobilizacji wojsk, jako їe nie jesteњmy faktyycznie w stanie wojny z Buіgari№. Jeњli pozostawimy nasze wojska w peіnym stanie nic nie stracimy, gdyї nie maj№ oni moїliwoњci interwencji militarnej, lecz na pewno nadszarpniemy tym nasze stosunki.;La Entente nos ha exigido la desmovilizaciуn de nuestro ejйrcito, al no estar en guerra con Bulgaria. No tenemos nada que perder mientras no decidan atacarnos, pero si permanecemos movilizados, se enfurecerбn…;I leader dell'Intesa ci chiedono di smobilitare le nostre truppe, in quanto non siamo in guerra contro la Bulgaria. Non abbiamo nulla da perdere se vogliamo mantenere le nostre truppe mobilitate, in quanto non hanno i mezzi per attaccarci, ma li irriteremo.;;;;;;Лидеры 'Антанты' потребовали от нас демобилизовать армию под предлогом того, что мы не находимся в состоянии войны с Болгарией. Мы ничего не потеряем, если откажемся от демобилизации армии ,поскольку державы 'Антанты' не имеют возможности напасть на нас, однако этот демарш вызовет у них сильное недовольство...;x;;
EVT1914_2019513_NAME;The Entente asks for demobilization;L'Entente demande la dйmobilisation;Die Entente bittet Griechenland um De-Mobilisierung;Ententa ї№da demobilizacji;La Entente exнge nuestra desmovilizaciуn!;L'Intesa ci chiede di demobilizzarci;;;;;; 'Антанта' требует демобилизации греческой армии;x;;
EVT1914_2019514_ACTIONA;Call elections;Organiser les йlections;Wahlen ausschreiben;Rozpisz wybory;Llamar a elecciones;Convoca le elezioni;;;;;;Назначить проведение выборов !;x;;
EVT1914_2019514_ACTIONB;Do no call elections;Laisser le gouvernement tel quel;Wir tun nichts;Nie rozpisuj wyborуw;El gobierno se mantendra;Non convocare le elezioni;;;;;;Не назначать проведение выборов…;x;;
EVT1914_2019514_DESC;Prime Minister Venizelos' power is shrinking. We can now provoke anticipated elections to ensure a more favorable government.;Le pouvoir du Premier minsitre Venizelos se rйduit. Nous pouvons convoquer des йlections anticipйes pour obtenir un gouvernement plus favorable.;Die Position von Premierminister Venizelos wird stдndig schwдcher. Wir kцnnten vorgezogene Neuwahlen provozieren, um eine Regierung einzusetzen, die eher unseren Interessen dient.;Potкga premiera Venizelosa sіabnie. Moїemy teraz sprowokowaж wczeњniejsze wybory, aby uzyskaж rz№d bardziej nam sprzyjaj№cy.;El poder del Primer Ministro Venizelos estб disminuyendo alarmantemente. Podemos forzar elecciones anticipadas para asegurar un gobierno mбs favorable.;Il potere del primo ministro Venizelos si sta restringendo. Ora possiamo chiedere elezioni anticipate per garantire un governo piщ favorevole.;;;;;;Политические позиции премьер-министра Венизелоса ослабли . Теперь мы можем обеспечить проведение досрочных выборов, чтобы привести к власти более лояльное правительство.;x;;
EVT1914_2019514_NAME;Anticipated Elections;Elections anticipйes;Vorgezogene Neuwahlen;Przewidywane wybory;Elecciones Anticipadas;Elezioni Anticipate;;;;;;Досрочные выборы;x;;
EVT1914_2019515_ACTIONA;Protest;Protester;Wir protestieren energisch;Wystosuj protest;Protestar energicamente!;Protestiamo;;;;;;Заявить протест !;x;;
EVT1914_2019515_ACTIONB;Do not protest;Ne pas protester;Das stцrt uns nicht weiter;Nie protestuj;Ignorar la situaciуn;Non protestiamo;;;;;;Не протестовать…;x;;
EVT1914_2019515_DESC;Albania authorized Serbia to cross its land to evacuate the Serb Army. These refugees have landed on Corfu without our permission, and it seems they are going to stay on this island.;L'Albanie a autorisй la Serbie a йvacuer son armйe par son territoire. Des rйfugiйs serbes ont dйbarquй sur l'оle de Corfou sans notre permission, et il semblerait qu'ils vont rester sur l'оle.;Albanien hat serbischen Truppen gestattet, sich durch sein Territorium zurьckzuziehen. Nun haben diese Flьchtlinge unerlaubterweise Korfu betreten und es macht den Anschein, als wollten sie dort bleiben.;Albania upowaїniіa Serbуw do przejњcia przez ich terytorium i ewakuacji ich armii. Uciekinierzy wyl№dowali na wyspiee Corfu bez pozwolenia i wygl№da na to, їe zamierzaj№ tam pozostaж.;Albania ha autorizado a Serbia cruzar su territorio al ejйrcito serbio en retirada. Estos 'refugiados' han desembarcado en Corfъ sin nuestro permiso, y parece que han venido para quedarse…;L'Albania ha autorizzato i serbi ad attraversare il suo territorio, per evacuare l'esercito. Questi rifugiati sono sbarcati a Corfщ senza il nostro permesso, e sembra che stanno per rimanere su questa isola.;;;;;;Албания предоставила сербской армии возможность прохода по своей территории, с тем, чтобы ее эвакуировали корабли 'Антанты'. Эти беженцы без нашего разрешения высадились на Корфу, и кажется, собираются задержаться на этом острове надолго...;x;;
EVT1914_2019515_NAME;Serb refugees land on Corfu;Les rйfugiйs serbes s'installent а Corfou;Serbische Flьchtlinge erreichen Korfu;Serbscy uciekinierzy l№duj№ na wyspie Corfu;Refugiados serbios desembarcan en Corfъ;I rifugiati Serbi si insediano a Corfщ;;;;;;Эвакуация сербской армии на Корфу;x;;
EVT1914_2019517_ACTIONA;Grant it;L'accorder;Durchmarschrecht gewдhren;Pozwуl;Que ataquen con todo su poder!;Accordiamolo;;;;;;Предоставить проход !;x;;
EVT1914_2019517_ACTIONB;Do not grant it;Ne pas l'accorder;Kein Durchmarschrecht gewдhren;Nie zezwalaj;Su presencia en la zona es imposible;Non concediamolo;;;;;;Не стоит этого делать...;x;;
EVT1914_2019517_DESC;In order to expel the Entente from Thessalonique, we can grant military access to Bulgaria and allow them to encircle the city.;Pour expulser l'Entente de Thessalinique, nous pouvons accorder а la Bulgarie l'accиs militaire pour leur permettre d'encercler la ville.;Um die Entente aus Thessaloniki zu vertreiben, kцnnten wir Bulgarien Durchmarschrechte gewдhren, damit es die Stadt einschliessen kann.;Aby pozbyж siк Ententy z Salonik, moїemy pozwoliж na przemarsz wojsk buіgarskich i  umoїliwiж im na okr№їenie miasta.;Para expulsar a los soldados  de la Entente que ocupan Tesalуnica sin nuestro consentimiento, podemos dar acceso militar al Reino de Bulgaria, para que en una rбpida acciуn puedan rodear la ciudad.;Al fine di espellere l'Intesa da Salonicco, si puт concedere l'accesso militare alla Bulgaria e consentire loro di circondare la cittа.;;;;;;Для того, чтобы изгнать войска 'Антанты' из Салоник, мы можем предоставить Болгарии проход по территории Греции и  позволить болгарским войскам окружить город.;x;;
EVT1914_2019517_NAME;Grant Bulgaria military access?;Accorder l'accиs militaire а la Bulgarie ?;Durchmarschrecht fьr Bulgarien;Udzielenie Buіgarii pozwolenia na przemarsz?;Dar acceso militar a Bulgaria?;Accordiamo l'accesso militare alla Bulgaria?;;;;;;Предоставление Болгарии военного прохода ?;x;;
EVT1914_2019518_ACTIONA;Curses!;Merde !;Wehe wenn wir die Tдter zu fassen bekommen !;Cholera!;Malditos!;Maledizione!;;;;;;Проклятье !;x;;
EVT1914_2019518_DESC;An arsonist which we suspect was a French agents set alight the forest near the royal palace in Tatoi. In the confusion, Queen Sophie carried her youngest daughter, princess Catherine, for more than a mile as she fled the area. Several members of the royal family, including King Konstantinos himself, are hurt and the lord's residence is almost completely destroyed. Worse, around sixteen soldiers and palace staff have been killed.;Un incendie criminel, probablement dйclenchй par des agents de Paris, se produit dans la forкt qui entoure le palais royal de Tatoi. Dans la confusion de l'йvйnement, la reine Sophie sauve sa plus jeune fille, la princesse Catherine, et parcourt plus de deux kilomиtres dans les bois avec l'enfant dans les bras. Plusieurs membres de la famille royale, dont Constantin lui-mкme, sont blessйs et la rйsidence des souverains est en grande partie dйtruite par les flammes. Surtout, seize (ou dix-huit, selon les sources) soldats et autres membres du personnel du palais sont tuйs.;Ein GroЯbrand, vermutlich von franzцsischen Agenten gelegt, brach in einem Wald nahe dem kцniglichen Palast in Tatoi aus. In Panik rannte Kцnigin Sophie mit Prinzessin Katharina auf dem Arm, mindestens einen Kilometer weit, um sich in sicherheit zu bringen. Mehrere Mitglieder der kцniglichen Familie, einschliesslich des Kцnigs selbst, wurden verletzt. Die kцnigliche Residenz wurde ein Opfer der Flammen und vцllig zerstцrt. Schlimmer noch ist aber der Tod von insgesamt 16 Bediensteten und Mitgliedern der Wache. Wir sind ьber diesen feigen Akt entsetzt.;Zdradziecki ogieс, prawdopodobnie podіoїony przez agentуw francuskich, wybuchі w lesie w pobliїu paіacu krуlewskiego w Tatoi. W chaosie poїaru krуlowa Zofia uratowaіa najmіodsz№ cуrkк, ksiкїniczkк Katarzynк, uciekaj№ caі№ milк z dzieckiem na rкku. Wielu czіonkуw rodziny krуlewskiej, w tym sam Konstantyn, odniosіo obraїenia, a rezydencja jest niemal doszczкtnie zniszczona. Co gorsza, straty w їoіnierzach i sіuїbie wyniosіy szesnaњcie do osiemnastu osуb.;Un incendio criminal, seguramente perpetrado por agentes franceses, inicio en el bosque cerca de palacio, en Tatoi. En la confusiуn, la Reina Sofнa logro salvar a su hija mas pequeсa, la princesa Catalina, y corriу cerca de dos kilуmetros para ponerse ambas a salvo. Varios miembros de la familia real, incluyendo al Rey Konstantinos, estбn heridos y la residencia real fue reducida a unas pocas tablas quemadas. Lo peor fue que a la hora de cuantificar las pйrdidas, dieciocho personas, entre soldados y demбs personal de palacio, fueron encontradas chamuscadas entre los escombros…;Un incendio doloso, probabilmente appiccato da agenti francesi, comincia nella foresta vicino al palazzo reale di Tatoi. Nella confusione, la regina Sofia salva la figlia piщ giovane, la principessa Caterina, e corre piщ di un chilometro e mezzo portandola. Diversi membri della famiglia reale, tra cui Costantino stesso, si sono fatti male e la residenza del re и quasi completamente distrutta. Oltre a questo, sono stati uccisi sedici (o diciotto) tra soldati e personale del palazzo.;;;;;;Поджог, по всей видимости инициированный французскими агентами, приводит к сильнейшему пожару в лесу, неподалеку от Королевского дворца 'Татой'. В создавшейся суматохе, королева София схватила на руки свою младшую дочь, принцессы Екатерину, и выскочив из дворца, бежала более мили, спасая ребенка. Несколько членов королевской семьи, в том числе король Константин получили травмы и ожоги, а резиденция монарха почти полностью уничтожена огнем. Хуже того, погибли шестнадцать (или восемнадцать) человек из числа охраны и дворцовой прислуги.;x;;
EVT1914_2019518_NAME;The Royal residence burns!;La rйsidence royale en flammes !;Die kцnigliche Residenz brennt;Krуlewska rezydencja pіonie!;El palacio de Tatoi en llamas!;La residenza reale in fiamme!;;;;;;Пожар в королевской резиденции;x;;
EVT1914_2019519_ACTIONA;Damn Venizelos!;Satanй Venizelos !;Dieser Venizelos;Cholerny Venizelos!;Maldito Venizelos, lo pagarб!;Maledetto Venizelos;;;;;;Проклятый Венизелос !;x;;
EVT1914_2019519_DESC;Inside the area occupied by the Entente in Thessalonique, Venizelos proclaims the National Defense Government, opposed to Lampros' government in Greece.;Dans la zone occupйe par l'Entente а Thessalonique, Venizelos proclame le Gouvernement de Dйfense Nationale, opposй au gouvernement de Lampros en Grиce.;Im von der Entente gehaltenen Gebiet von Thessaloniki rief Venizelos die 'nationale Verteidigungs Regierung' aus, die als Gegenregierung zu Lampros' Regierung in Griechenland fungierte.;Wewn№trz obszaru okupowanego przez Entenк w Salonikach, Venizelos powoіuje Rz№d Obrony Narodowej, w opozycji do rz№du Lamprosa.;Dentro del бrea ocupada por la Entente en Tesalуnica, Venizelos ha proclamado el Gobierno de Defensa Nacional, opuesto al gobierno legitimo de Lampros, en Atenas, leal a nuestro Rey…;All'interno dell'area occupata dall'Intesa a Salonicco, Venizelos proclama il Governo di Difesa Nazionale, come opposizione al governo di Lampros in Grecia.;;;;;;На территории Салоник, оккупированных войсками 'Антанты', Элефтериос Венизелос провозгласил о создании Правительства Национальной Обороны, противостоящего правительству Спиридона Ламброса.;x;;
EVT1914_2019519_NAME;The Thessaloniki government;Le gouvernement de Salonique;Die Thessaloniki Regierung;Rz№d w Salonikach;El gobierno de Tesalуnica;Il governo di Salonicco;;;;;;Правительство в Салониках;x;;
EVT1914_2019520_ACTIONA;Accept their demands;Accetper leurs demandes;Wir akzeptieren;Zaakceptuj ї№dania;Jamбs obedeceremos dictados del extranjero!!!;Accettiamo le loro domande;;;;;;Принять их требования !;x;;
EVT1914_2019520_ACTIONB;Reject their demands;Refuser leurs demandes;Wir demobilisieren nicht !;Odrzuж ї№dania;No nos arriesgaremos a una guerra contra ellos...;Rifiutiamo le loro domande;;;;;;Мы сами будем решать, что нам делать !;x;;
EVT1914_2019520_DESC;Greece is now clearly against the Entente, even though Konstantinos did not openly join the Central Powers. Only a demobilization will avoid war.;La Grиce est maintenant clairement du cфtй de l'Allemagne, bien qu'elle n'ait pas rejoint les Puissances Centrales. Seule une dйmibilisation peut empкcher la guerre.;Die Haltung Griechenlands ist nun der Entente gegenьber eindeutig feindlich, auch wenn Kцnig Konstantinos noch nicht offen den Mittelmдchten beigetreten ist. Nur eine De-Mobilisierung Griechenlands kann einen Krieg jetzt noch verhindern.;Grecja otwarcie sprzeciwia siк Entencie, nawet jeњli Konstantyn nie wі№czyі otwarcie swego kraju do wojny. Tylko demobilizacja moїe zapobiec konfliktowi zbrojnemu.;Grecia esta ahora claramente alineada contra la Entente, pero aun su majestad no se ha unido oficialmente a la Triple Alianza. Solo cediendo a las exigencias de Paris y Londres evitaremos la guerra…;La Grecia и ora chiaramente contro l'Intesa, anche se Costantino non si и apertamente schierato con gli Imperi centrali. Solo una smobilitazione permetterа di evitare la guerra.;;;;;;В настоящее время, державы 'Антанты' считают, что Греция настроена против них явно враждебно, а король Константин ожидает подходящего момента, чтобы выступить на стороне Центральных держав. Только демобилизация греческой армии позволит избежать войны…;x;;
EVT1914_2019520_NAME;The Entente asks again for demobilization;L'Entente appelle de nouveau а la dйmobilisation;Die Entente bittet erneut um De-Mobilisierung;Ententa ponownie ї№da demobilizacji;La Entente nos exige de nuevo la Desmovilizaciуn;L'Intesa ci chiede ancora di mobilizzarci;;;;;; 'Антанта' вновь требует демобилизации армии !;x;;
EVT1914_2019521_ACTIONA;Welcome the French with artillery fire!;Accueillir les Franзais а coups d'artillerie lourde;Wir erцffnen das Feuer;Przywitaj Francuzуw ogniem z dziaі!;Recнbanlos con una lluvia de artillerнa!!!;Accogliamo i Francesi con l'artiglieria;;;;;;Поприветствовать французов картечью !;x;;
EVT1914_2019521_ACTIONB;Honor our promise;Honorer notre promesse;Wir halten uns an die Abmachung;Dotrzymaj obietnicy;Mantengamos nuestra promesa...;Onoriamo le nostre promesse;;;;;;Нет, мы сдержим наше обещание !;x;;
EVT1914_2019521_DESC;When Greece agreed to demobilize its troops, it also agreed to give high caliber artillery and a stock of small arms to the Entente as a guarantee. A French delegation has landed in Athens to pick all those weapons up.;Quand la Grиce a accpetй de dйmibiliser ses troupes, elle a йgalement acceptй de cйder de l'artillerie de gros calibre ainsi que des armes lйgиres а l'Entente, en garantie. Une dйlйgation franзaise viens d'arriver а Athиnes pour rйcupйrer ces armes.;Als Griechenland zustimmte, seine Reservetruppen zu demobilisieren stimmten sie auch zu, der Entente als Garantie fьr die Ernsthaftigkeit ihrer Absichten die groЯkalibrige Artillerie sowie ihre Vorrдte an Hand- und Faustfeuerwaffen als Pfand zu hinterlegen. Eine franzцsische Abordnung erreicht soeben Athen, um diese Waffen sicherzustellen.;Kiedy Grecja zgodziіa siк na demobilizacjк swych wojsk, przystawa rуwnieї na oddanie artylerii wielkiego kalibru i zapasуw broni Entencie jako gwarancji. Delegacja francuska wyl№dowaіa w Atenach, aby odebraж broс.;Cuando Grecia cediу a las exigencias de desmovilizaciуn, tambiйn acepto ceder sus piezas de artillerнa de alto calibre y sus suministros de armas a la Entente como garantнa. Una delegaciуn Francesa se acerca por mar hacia Atenas, para cobrar su botнn…;Quando la Grecia ha accettato di smobilitare le sue truppe, ha anche deciso di consegnare l'artiglieria di grosso calibro ed uno stock di armi leggere all'Intesa come garanzia. Una delegazione francese и arrivata ad Atene a prendere tutte quelle armi in consegna.;;;;;;Помимо решения демобилизовать свою армию, Греция в качестве гарантии своей лояльности согласилась передать 'Антанте' свою артиллерию и запасы стрелкового оружия. Представители французской военной миссии прибыли в Афины, чтобы вывести вооружение.;x;;
EVT1914_2019521_NAME;The 'Vкpres Grecques';Les Vкpres Grecques;Die 'griechische Vesper';Wydarzenia listopadowe;Los Vкpres Grecques;Vкpres Grecques';;;;;;Греческое вероломство;x;;
EVT1914_2019522_ACTIONA;Konstantinos bows;Konstantinos cиde;Konstantinos gibt nach;Konstantyn przychyla siк do ultimatum;El Rey ha abdicado! Viva el Rey!;Costantino cede;;;;;;Константин отрекается от престола !;x;;
EVT1914_2019522_ACTIONB;Konstantinos stands;Konstantinos rйsiste;Konstantinos bleibt standhaft;Konstantyn odrzuca ultimatum;Viva el Rey! Muerte a la Entente! Larga vida al Rey!;Costantino resiste;;;;;;Константин остается !;x;;
EVT1914_2019522_DESC;With the spark of the Russian Revolution, the last obstacle against a formal ultimatum against Greece is removed. Konstantinos has to choose between abdication or war.;Le dйclenchement de la rйvolution russe a fait sauter le dernier obstacle а un ultimatum contre la Grиce. Konstantinos doit choisir, l'abdication ou la guerre.;Durch den Ausbruch der Oktoberrevolution in Russland ist auch das letzte Hindernis verschwunden, ein formales Ultiamtum an Griechenland zu senden. Kцnig Konstantinos hat die Wahl zwischen Abdankung und Krieg !;Wraz z wybuchem Rewolucji Paџdziernikowej, ostatnia przeszkoda do ogіoszenia formalnego ultimatum przeciwko Grecji juї nie istnieje. Konstantyn wybiera miкdzy abdykacj№ i wojn№.;Con la caнda del Imperio Ruso, el ъltimo obstбculo contra una declaraciуn de guerra total a Grecia se ha desvanecido. El ultimбtum final ha llegado al despacho de su majestad y ahora debe decidir entre la abdicaciуn y el exilo o la guerra contra la Entente…;Con lo scoppio della rivoluzione russa, l'ultimo ostacolo formale nei confronti di un ultimatum contro la Grecia и saltato. Costantino deve scegliere: abdicazione o guerra.;;;;;;После Февральской революции в России, исчезло последнее препятствие на пути формального ультиматума Греции: король Koнстантин должен сделать выбор между отречением и войной...;x;;
EVT1914_2019522_NAME;Last warning from the Entente;Dernier avertissement de l'Entente;Letzte Warnung der Entente;Ostatnie ostrzeїenie od Ententy;Ultima advertencia de la Entente;Ultimo avvertimento dall'Intesa;;;;;; 'Антанта' требует отречения короля Константина;x;;
EVT1914_2019524_ACTIONA;We have been defeated;Nous sommes vaincus;Wir wurden besiegt;Zostaliњmy pokonani;Hemos sido derrotados;Siamo stati sconfitti;;;;;;Мы потерпели жестокое поражение…;x;;
