ID;TitleKey;Title;Tag
300003;NEWE3;Atomic Nucleus Discovered;---
300004;NEWE4;Machu Picchu Uncovered;---
300005;NEWE5;Mass Production;---
300006;NEWE6;Suffragette Demonstrations;---
300007;NEWE7;Mata Hari Executed!;FRA
300008;NEWE8;Spanish Flu;---
300009;NEWE9;Prohibition;USA
300010;NEWE10;March on Rome;ITA
300011;NEWE11;Beer Hall Putsch;---
432146;EVTNAME432146;Recapture of Murmansk;RUS
432165;EVTNAME432165;Recapture of Narvik;NOR
777777;AIRSUP1;Positions Scouted;---
777778;AIRSUP2;Positions Photographed;---
777779;AIRSUP3;Positions Scouted;---
777780;AIRSUP4;Positions Photographed;---
800001;BREE1;Britain asks for Troops;---
800002;BREE2;Dominions Provide Troops;---
800003;BREE3;Dominions Refuse;---
992910;---;EVTNAME992910;FRA
999949;ITAE2;Honour the Triple Alliance?;---
999950;WARE1;Treaty of Brest-Litovsk;---
999953;---;ROCE1;PRC
999954;CHIExhr9;Failure of the revolution;QIN
999955;PRCExhr10;Abdication of the Xuantong Emperor;PRC
999956;PRCExhr10;Abdication of the Xuantong Emperor;PRC
999957;PRCExhr9;Yuan rejected;---
999958;PRCExhr8;Yuan accepted;---
999959;CHIExhr8;Peace Conference of Northern-Southern;---
999960;PRCExhr7;Peace Conference of Northern-Southern;---
999961;PRCExhr6;Republic of China provisional presidential election;PRC
999962;CHIExhrar;Our soldiers were routed!;---
999963;CHIExhrar;Our soldiers were routed!;---
999964;CHIExhrar;Our soldiers were routed!;---
999965;CHIExhrar;Our soldiers were routed!;---
999966;CHIExhrar;Our soldiers were routed!;---
999967;CHIExhr7;Yuan Shikai as prime minister;QIN
999968;CHIExhr6;Return of Yuan Shikai;QIN
999969;CHIExhr5;Qing Empire provinces rise up!;---
999970;CHIExhr4;Qing Empire provinces rise up!;---
999971;CHIExhr3;Qing Empire provinces rise up!;---
999972;CHIExhr2;Qing Empire provinces rise up!;---
999973;CHIE1;Xinhai Revolution;PRC
999987;CHIExhr5;Qing Empire provinces rise up!;QIN
999988;CHIExhr4;Qing Empire provinces rise up!;QIN
999989;CHIExhr3;Qing Empire provinces rise up!;QIN
999990;CHIExhr2;Qing Empire provinces rise up!;QIN
999991;CHIE1;Xinhai Revolution;QIN
999992;CHIExhr1;Revolutionaries Name List;QIN
999993;CHIErailw7;Comrades' Army uprising!;---
999994;CHIErailw6;Bloodshed in Chengdu;---
999995;CHIErailw5;Arrest Pu Dianjun!;QIN
999996;CHIErailw4;Strikes and Boycotts in Chengdu;QIN
999997;CHIErailw3;The Railway Protection League;QIN
999998;CHIErailw2;Sichuan-Hankou and Hankou-Guangdong Railway Agreement;QIN
999999;CHIErailw1;The Nationalization of Railway Projects;QIN
1234311;EVTNAME1234311;Fall of Arkhangelsk;RUS
1234369;EVTNAME1234369;Fall of Isokyr?Fall of Isokyr?Fall of Isokyr?Fall of Isokyr?Fall of Isokyr?Fall of Isokyr?;RUS
1234400;EVTNAME400;$PRIDE_SUNK$ Sunk!;---
1234401;EVTNAME401;$PRIDE_SUNK$ Lost!;---
1234435;EVTNAME1234435;Fall of Vokhtozero;RUS
1234650;EVTNAME1234650;Fall of Bollnäs;SWE
1234698;EVTNAME1234698;Fall of Viipuri;RUS
1234736;EVTNAME1234736;Fall of Turku;RUS
1234739;EVTNAME1234739;Fall of Helsinki;RUS
1234782;EVTNAME1234782;Fall of St. Petersburg;RUS
1234784;EVTNAME1234784;Fall of Tihvin;RUS
1234790;EVTNAME1234790;Fall of Vologda;RUS
1234812;EVTNAME1234812;Fall of Oslo;NOR
1234861;EVTNAME1234861;Fall of Sigtuna;SWE
1234862;EVTNAME1234862;Fall of Stockholm;SWE
1234901;EVTNAME1234901;Fall of Karlstad;SWE
1234906;EVTNAME1234906;Fall of Tallinn;RUS
1234909;EVTNAME1234909;Fall of Novgorod;RUS
1234988;EVTNAME1234988;Fall of Tartu;RUS
1234989;EVTNAME1234989;Fall of Pskov;RUS
2008000;EVT1914_2008000_NAME;The Union of South Africa decides;---
2008001;EVT1914_2008001_NAME;Boer Rebellion against South Africa;SAF
2058500;EVT1914_2058500_NAME;Let Serbian troops retreat?;---
2084503;EVT1914_2084503_NAME;Evacuate through Albania?;SER
2084504;EVT1914_2084504_NAME;Evacuate through Albania!;---
2084505;TURE2;Albanian Uprising!;TUR
2084506;TURE2;Albanian Uprising!;TUR
4321311;EVTNAME4321311;Recapture of Arkhangelsk;RUS
4321369;EVTNAME4321369;Recapture of Isokyr?Recapture of Isokyr?Recapture of Isokyr?Recapture of Isokyr?Recapture of Isokyr?Recapture of Isokyr?;RUS
4321435;EVTNAME4321435;Recapture of Vokhtozero;RUS
4321650;EVTNAME4321650;Recapture of Bollnäs;SWE
4321698;EVTNAME4321698;Recapture of Viipuri;RUS
4321736;EVTNAME4321736;Recapture of Turku;RUS
4321739;EVTNAME4321739;Recapture of Helsinki;RUS
4321782;EVTNAME4321782;Recapture of St. Petersburg;RUS
4321784;EVTNAME4321784;Recapture of Tihvin;RUS
4321790;EVTNAME4321790;Recapture of Vologda;RUS
4321812;EVTNAME4321812;Recapture of Oslo;NOR
4321861;EVTNAME4321861;Recapture of Sigtuna;SWE
4321862;EVTNAME4321862;Recapture of Stockholm;SWE
4321901;EVTNAME4321901;Recapture of Karlstad;SWE
4321906;EVTNAME4321906;Recapture of Tallinn;RUS
4321909;EVTNAME4321909;Recapture of Novgorod;RUS
4321988;EVTNAME4321988;Recapture of Tartu;RUS
4321989;EVTNAME4321989;Recapture of Pskov;RUS
12341072;EVTNAME12341072;Fall of Jaroslavl;RUS
12341127;EVTNAME12341127;Fall of Glasgow;ENG
12341128;EVTNAME12341128;Fall of Edinburgh;ENG
12341171;EVTNAME12341171;Fall of Göteborg;SWE
12341178;EVTNAME12341178;Fall of Riga;RUS
12341201;EVTNAME12341201;Fall of Gorkiy;RUS
12341255;EVTNAME12341255;Fall of Newcastle;ENG
12341301;EVTNAME12341301;Fall of Århus;DEN
12341308;EVTNAME12341308;Fall of Joniskis;RUS
12341311;EVTNAME12341311;Fall of Daugavpils;RUS
12341330;EVTNAME12341330;Fall of Kazan;RUS
12341341;EVTNAME12341341;Fall of Belfast;ENG
12341357;EVTNAME12341357;Fall of Velikie Luki;RUS
12341391;EVTNAME12341391;Fall of Odense;DEN
12341409;EVTNAME12341409;Fall of Moskva;RUS
12341438;EVTNAME12341438;Fall of Malm?Fall of Malm?Fall of Malm?Fall of Malm?Fall of Malm?Fall of Malm?;SWE
12341442;EVTNAME12341442;Fall of Kaunas;RUS
12341482;EVTNAME12341482;Fall of Copenhagen;DEN
12341498;EVTNAME12341498;Fall of Kaluga;RUS
12341521;EVTNAME12341521;Fall of Liverpool;ENG
12341534;EVTNAME12341534;Fall of Vitsyebsk;RUS
12341536;EVTNAME12341536;Fall of Smolensk;RUS
12341563;EVTNAME12341563;Fall of Dublin;ENG
12341570;EVTNAME12341570;Fall of Wilhelmshaven;GER
12341572;EVTNAME12341572;Fall of Kiel;GER
12341589;EVTNAME12341589;Fall of Tula;RUS
12341626;EVTNAME12341626;Fall of Danzig;GER
12341694;EVTNAME12341694;Fall of Minsk;RUS
12341728;EVTNAME12341728;Fall of Birmingham;ENG
12341737;EVTNAME12341737;Fall of Hamburg;GER
12341740;EVTNAME12341740;Fall of Rostock;GER
12341751;EVTNAME12341751;Fall of Grodno;RUS
12341819;EVTNAME12341819;Fall of Brjansk;RUS
12341843;EVTNAME12341843;Fall of Cork;ENG
12341857;EVTNAME12341857;Fall of Hannover;GER
12341861;EVTNAME12341861;Fall of Berlin;GER
12341910;EVTNAME12341910;Fall of Amsterdam;HOL
12341928;EVTNAME12341928;Fall of Warszawa;RUS
12341941;EVTNAME12341941;Fall of Orel;RUS
12341964;EVTNAME12341964;Fall of London;ENG
12342040;EVTNAME12342040;Fall of Lódz;RUS
12342068;EVTNAME12342068;Fall of Saratov;RUS
12342142;EVTNAME12342142;Fall of Düsseldorf;GER
12342170;EVTNAME12342170;Fall of Kursk;RUS
12342194;EVTNAME12342194;Fall of Calais;FRA
12342195;EVTNAME12342195;Fall of Dunkerque;FRA
12342197;EVTNAME12342197;Fall of Antwerpen;BEL
12342198;EVTNAME12342198;Fall of Eindhoven;HOL
12342207;EVTNAME12342207;Fall of Leipzig;GER
12342208;EVTNAME12342208;Fall of Dresden;GER
12342223;EVTNAME12342223;Fall of Kyiv;RUS
12342233;EVTNAME12342233;Fall of Voronezh;RUS
12342262;EVTNAME12342262;Fall of Erfurt;GER
12342309;EVTNAME12342309;Fall of Lille;FRA
12342311;EVTNAME12342311;Fall of Bruxelles;BEL
12342371;EVTNAME12342371;Fall of Bitburg;GER
12342374;EVTNAME12342374;Fall of Frankfurt am Main;GER
12342401;EVTNAME12342401;Fall of Kharkov;RUS
12342422;EVTNAME12342422;Fall of Cherbourg;FRA
12342423;EVTNAME12342423;Fall of Dieppe;FRA
12342429;EVTNAME12342429;Fall of Luxembourg;LUX
12342445;EVTNAME12342445;Fall of Kraków;AUH
12342482;EVTNAME12342482;Fall of Caen;FRA
12342483;EVTNAME12342483;Fall of Le Havre;FRA
12342484;EVTNAME12342484;Fall of Rouen;FRA
12342499;EVTNAME12342499;Fall of Kladno;AUH
12342509;EVTNAME12342509;Fall of Lwów;AUH
12342550;EVTNAME12342550;Fall of Reims;FRA
12342558;EVTNAME12342558;Fall of Nürnberg;GER
12342562;EVTNAME12342562;Fall of Praha;AUH
12342605;EVTNAME12342605;Fall of Brest;FRA
12342613;EVTNAME12342613;Fall of Paris;FRA
12342618;EVTNAME12342618;Fall of Metz;GER
12342683;EVTNAME12342683;Fall of Nancy;FRA
12342687;EVTNAME12342687;Fall of Stuttgart;GER
12342737;EVTNAME12342737;Fall of Lorient;FRA
12342739;EVTNAME12342739;Fall of Rennes;FRA
12342746;EVTNAME12342746;Fall of Troyes;FRA
12342808;EVTNAME12342808;Fall of Orléans;FRA
12342815;EVTNAME12342815;Fall of Straßburg;GER
12342843;EVTNAME12342843;Fall of Dnipropetrovsk;RUS
12342857;EVTNAME12342857;Fall of Tsaritsyn;RUS
12342870;EVTNAME12342870;Fall of Nantes;FRA
12342873;EVTNAME12342873;Fall of Blois;FRA
12342897;EVTNAME12342897;Fall of Kosice;AUH
12342913;EVTNAME12342913;Fall of Rostov na Don;RUS
12342952;EVTNAME12342952;Fall of München;GER
12343026;EVTNAME12343026;Fall of Wien;AUH
12343027;EVTNAME12343027;Fall of Bratislava;AUH
12343090;EVTNAME12343090;Fall of Salzburg;AUH
12343164;EVTNAME12343164;Fall of Budapest;AUH
12343227;EVTNAME12343227;Fall of Graz;AUH
12343254;EVTNAME12343254;Fall of Tbilisi;RUS
12343273;EVTNAME12343273;Fall of La Rochelle;FRA
12343285;EVTNAME12343285;Fall of Zürich;SCH
12343289;EVTNAME12343289;Fall of Innsbruck;AUH
12343300;EVTNAME12343300;Fall of Debrecen;AUH
12343309;EVTNAME12343309;Fall of Odessa;RUS
12343342;EVTNAME12343342;Fall of Ottawa;CAN
12343345;EVTNAME12343345;Fall of Limoges;FRA
12343351;EVTNAME12343351;Fall of Besancon;FRA
12343382;EVTNAME12343382;Fall of Majkop;RUS
12343422;EVTNAME12343422;Fall of Bern;SCH
12343441;EVTNAME12343441;Fall of Cluj;AUH
12343464;EVTNAME12343464;Fall of Astrahan;RUS
12343479;EVTNAME12343479;Fall of Bordeaux;FRA
12343484;EVTNAME12343484;Fall of Vichy;FRA
12343533;EVTNAME12343533;Fall of Sacramento;USA
12343541;EVTNAME12343541;Fall of Toronto;CAN
12343565;EVTNAME12343565;Fall of Ljubljana;AUH
12343569;EVTNAME12343569;Fall of Pécs;AUH
12343581;EVTNAME12343581;Fall of Sevastopol;RUS
12343610;EVTNAME12343610;Fall of La Coruña;SPR
12343633;EVTNAME12343633;Fall of Zagreb;AUH
12343658;EVTNAME12343658;Fall of San Francisco;USA
12343687;EVTNAME12343687;Fall of Lyon;FRA
12343692;EVTNAME12343692;Fall of Milano;ITA
12343696;EVTNAME12343696;Fall of Venezia;ITA
12343733;EVTNAME12343733;Fall of Buffalo;USA
12343778;EVTNAME12343778;Fall of Ploiesti;ROM
12343793;EVTNAME12343793;Fall of Milwaukee;USA
12343797;EVTNAME12343797;Fall of Detroit;USA
12343824;EVTNAME12343824;Fall of Romans sur Isere;FRA
12343884;EVTNAME12343884;Fall of Bilbao;SPR
12343903;EVTNAME12343903;Fall of Bologna;ITA
12343912;EVTNAME12343912;Fall of Beograd;SER
12343917;EVTNAME12343917;Fall of Bucuresti;ROM
12343961;EVTNAME12343961;Fall of Toulouse;FRA
12343971;EVTNAME12343971;Fall of Genova;ITA
12344016;EVTNAME12344016;Fall of Boston;USA
12344033;EVTNAME12344033;Fall of Montpellier;FRA
12344059;EVTNAME12344059;Fall of Batumi;RUS
12344065;EVTNAME12344065;Fall of Terney;RUS
12344072;EVTNAME12344072;Fall of Cleveland;USA
12344086;EVTNAME12344086;Fall of Porto;POR
12344106;EVTNAME12344106;Fall of Nice;FRA
12344123;EVTNAME12344123;Fall of Varna;BUL
12344155;EVTNAME12344155;Fall of Burgos;SPR
12344174;EVTNAME12344174;Fall of Sarajevo;AUH
12344188;EVTNAME12344188;Fall of Trabzon;TUR
12344195;EVTNAME12344195;Fall of Kamen Rubolov;RUS
12344218;EVTNAME12344218;Fall of Valladolid;SPR
12344229;EVTNAME12344229;Fall of Marseille;FRA
12344236;EVTNAME12344236;Fall of Split;AUH
12344273;EVTNAME12344273;Fall of Pittsburgh;USA
12344279;EVTNAME12344279;Fall of New York;USA
12344305;EVTNAME12344305;Fall of Niksic;MTN
12344371;EVTNAME12344371;Fall of Sofiya;BUL
12344390;EVTNAME12344390;Fall of Vladivostok;RUS
12344435;EVTNAME12344435;Fall of Plovdiv;BUL
12344478;EVTNAME12344478;Fall of Guadalajara;SPR
12344493;EVTNAME12344493;Fall of Cetinje;MTN
12344503;EVTNAME12344503;Fall of Istanbul;TUR
12344505;EVTNAME12344505;Fall of Düzce;TUR
12344530;EVTNAME12344530;Fall of Washington D.C.;USA
12344532;EVTNAME12344532;Fall of Philadelphia;USA
12344540;EVTNAME12344540;Fall of Madrid;SPR
12344547;EVTNAME12344547;Fall of Tarragona;SPR
12344548;EVTNAME12344548;Fall of Barcelona;SPR
12344549;EVTNAME12344549;Fall of Roma;ITA
12344555;EVTNAME12344555;Fall of Skopje;SER
12344619;EVTNAME12344619;Fall of Ankara;TUR
12344625;EVTNAME12344625;Fall of Tabriz;PER
12344644;EVTNAME12344644;Fall of Lisboa;POR
12344663;EVTNAME12344663;Fall of Tirane;ALB
12344685;EVTNAME12344685;Fall of Mukden;CHI
12344694;EVTNAME12344694;Fall of Los Angeles;USA
12344720;EVTNAME12344720;Fall of Salonica;GRE
12344765;EVTNAME12344765;Fall of Napoli;ITA
12344831;EVTNAME12344831;Fall of Tikrit;TUR
12344862;EVTNAME12344862;Fall of Valencia;SPR
12344869;EVTNAME12344869;Fall of Taranto;ITA
12344883;EVTNAME12344883;Fall of Antep;TUR
12344885;EVTNAME12344885;Fall of Taibus Qi;CHI
12344900;EVTNAME12344900;Fall of Norfolk;USA
12344966;EVTNAME12344966;Fall of Smyrna;TUR
12344979;EVTNAME12344979;Fall of Beiping;CHI
12344986;EVTNAME12344986;Fall of Akita;JAP
12345018;EVTNAME12345018;Fall of Tianjin;CHI
12345029;EVTNAME12345029;Fall of Huelva;SPR
12345030;EVTNAME12345030;Fall of Sevilla;SPR
12345056;EVTNAME12345056;Fall of P'yongyang;JAP
12345073;EVTNAME12345073;Fall of Murcia;SPR
12345076;EVTNAME12345076;Fall of Athina;GRE
12345116;EVTNAME12345116;Fall of Hanseong;JAP
12345120;EVTNAME12345120;Fall of Sendai;JAP
12345128;EVTNAME12345128;Fall of Málaga;SPR
12345143;EVTNAME12345143;Fall of Baoding;CHI
12345150;EVTNAME12345150;Fall of Niigata;JAP
12345174;EVTNAME12345174;Fall of Taiyuan;CHI
12345187;EVTNAME12345187;Fall of Fukushima;JAP
12345191;EVTNAME12345191;Fall of Gibraltar;ENG
12345218;EVTNAME12345218;Fall of Kanazawa;JAP
12345233;EVTNAME12345233;Fall of Palermo;ITA
12345256;EVTNAME12345256;Fall of Sumter;USA
12345275;EVTNAME12345275;Fall of Jinan;CHI
12345299;EVTNAME12345299;Fall of Beirut;TUR
12345315;EVTNAME12345315;Fall of Tokyo;JAP
12345317;EVTNAME12345317;Fall of Charleston;USA
12345336;EVTNAME12345336;Fall of Jining;CHI
12345341;EVTNAME12345341;Fall of Pusan;JAP
12345346;EVTNAME12345346;Fall of Nagoya;JAP
12345359;EVTNAME12345359;Fall of Malta;ENG
12345370;EVTNAME12345370;Fall of Osaka;JAP
12345379;EVTNAME12345379;Fall of Chania;GRE
12345478;EVTNAME12345478;Fall of Susaki;JAP
12345494;EVTNAME12345494;Fall of Nanjing;CHI
12345542;EVTNAME12345542;Fall of Shanghai;CHI
12345543;EVTNAME12345543;Fall of Nagasaki;JAP
12345567;EVTNAME12345567;Fall of Jerusalem;TUR
12345641;EVTNAME12345641;Fall of Kagoshima;JAP
12345707;EVTNAME12345707;Fall of Dayong;CHI
12345731;EVTNAME12345731;Fall of Chaling;CHI
12345737;EVTNAME12345737;Fall of Taibei;JAP
12345759;EVTNAME12345759;Fall of Naha;JAP
12345825;EVTNAME12345825;Fall of Honolulu;USA
12345834;EVTNAME12345834;Fall of Guangzhou;CHI
12345886;EVTNAME12345886;Fall of Macau;POR
12345965;EVTNAME12345965;Fall of Haikou;CHI
12346023;EVTNAME12346023;Fall of Cagayan;USA
12346119;EVTNAME12346119;Fall of Guam;USA
12346124;EVTNAME12346124;Fall of Clark Field;USA
12346142;EVTNAME12346142;Fall of Manila;USA
12346148;EVTNAME12346148;Fall of Bangkok;SIA
12346175;EVTNAME12346175;Fall of Phet Buri;SIA
12346180;EVTNAME12346180;Fall of Batangas;USA
12346196;EVTNAME12346196;Fall of Calapan;USA
12346261;EVTNAME12346261;Fall of Tacloban;USA
12346275;EVTNAME12346275;Fall of Chaiya;SIA
12346326;EVTNAME12346326;Fall of Davao;USA
12346434;EVTNAME12346434;Fall of Balikpapan;HOL
12346459;EVTNAME12346459;Fall of Palembang;HOL
12346500;EVTNAME12346500;Fall of Oosthaven;HOL
12346507;EVTNAME12346507;Fall of Batavia;HOL
12346508;EVTNAME12346508;Fall of Makassar;HOL
12346545;EVTNAME12346545;Fall of Guadalcanal;AST
12346566;EVTNAME12346566;Fall of Port Moresby;AST
12346596;EVTNAME12346596;Fall of Darwin;AST
12346671;EVTNAME12346671;Fall of Vancouver;CAN
12346697;EVTNAME12346697;Fall of Seattle;USA
12346708;EVTNAME12346708;Fall of Kuybyshev;RUS
12346774;EVTNAME12346774;Fall of Portland;USA
12346992;EVTNAME12346992;Fall of Montréal;CAN
12347009;EVTNAME12347009;Fall of Toyohara;JAP
12347032;EVTNAME12347032;Fall of Rumford;USA
12347104;EVTNAME12347104;Fall of Chicago;USA
12347105;EVTNAME12347105;Fall of Groznyj;RUS
12347139;EVTNAME12347139;Fall of Harbin;CHI
12347189;EVTNAME12347189;Fall of Asahikawa;JAP
12347197;EVTNAME12347197;Fall of Indianapolis;USA
12347238;EVTNAME12347238;Fall of Sapporo;JAP
12347281;EVTNAME12347281;Fall of St. Louis;USA
12347287;EVTNAME12347287;Fall of Yerevan;RUS
12347299;EVTNAME12347299;Fall of Springfield;USA
12347307;EVTNAME12347307;Fall of Baki;RUS
12347350;EVTNAME12347350;Fall of San Diego;USA
12347368;EVTNAME12347368;Fall of Tums Zuoqi;CHI
12347386;EVTNAME12347386;Fall of Little Rock;USA
12347417;EVTNAME12347417;Fall of Yan'an;CHI
12347422;EVTNAME12347422;Fall of Atlanta;USA
12347443;EVTNAME12347443;Fall of Macon;USA
12347445;EVTNAME12347445;Fall of Qasr el Burqu;TUR
12347462;EVTNAME12347462;Fall of Mobile;USA
12347468;EVTNAME12347468;Fall of Baofeng;CHI
12347482;EVTNAME12347482;Fall of New Orleans;USA
12347494;EVTNAME12347494;Fall of Houston;USA
12347508;EVTNAME12347508;Fall of Wuhan;CHI
12347514;EVTNAME12347514;Fall of Jinshi;CHI
12347523;EVTNAME12347523;Fall of Changde;CHI
12347541;EVTNAME12347541;Fall of Guiyang;CHI
12347544;EVTNAME12347544;Fall of Chenzhou;CHI
12347553;EVTNAME12347553;Fall of Guilin;CHI
12347561;EVTNAME12347561;Fall of Kunming;CHI
12347563;EVTNAME12347563;Fall of Rongshui;CHI
12347576;EVTNAME12347576;Fall of La Habana;CUB
12347586;EVTNAME12347586;Fall of Baise;CHI
12347637;EVTNAME12347637;Fall of Guantánamo;CUB
12347652;EVTNAME12347652;Fall of Santiago;DOM
12347661;EVTNAME12347661;Fall of Port au Prince;HAI
12347662;EVTNAME12347662;Fall of Santo Domingo;DOM
12347689;EVTNAME12347689;Fall of Khon Kaen;SIA
12347717;EVTNAME12347717;Fall of Colón;USA
12347721;EVTNAME12347721;Fall of San Jos?Fall of San Jos?Fall of San Jos?Fall of San Jos?Fall of San Jos?Fall of San Jos?;COS
12347722;EVTNAME12347722;Fall of Panam?Fall of Panam?Fall of Panam?Fall of Panam?Fall of Panam?Fall of Panam?;PAN
12347735;EVTNAME12347735;Fall of Medan;HOL
12347764;EVTNAME12347764;Fall of Hollandia;HOL
12347842;EVTNAME12347842;Fall of Townsville;AST
12347893;EVTNAME12347893;Fall of Montevideo;URU
12347899;EVTNAME12347899;Fall of Buenos Aires;ARG
12347923;EVTNAME12347923;Fall of Brisbane;AST
12347932;EVTNAME12347932;Fall of Mar del Plata;ARG
12347950;EVTNAME12347950;Fall of Perth;AST
12347965;EVTNAME12347965;Fall of Durban;SAF
12347967;EVTNAME12347967;Fall of Newcastle;AST
12347978;EVTNAME12347978;Fall of Johannesburg;SAF
12347989;EVTNAME12347989;Fall of Sydney;AST
12347990;EVTNAME12347990;Fall of Auckland;NZL
12348007;EVTNAME12348007;Fall of Canberra;AST
12348031;EVTNAME12348031;Fall of Port Elizabeth;SAF
12348054;EVTNAME12348054;Fall of Cape Town;SAF
12348057;EVTNAME12348057;Fall of Melbourne;AST
12348070;EVTNAME12348070;Fall of Wellington;NZL
12348078;EVTNAME12348078;Fall of Anchorage;USA
12348080;EVTNAME12348080;Fall of Miami;USA
12348171;EVTNAME12348171;Fall of Aleksandrovskoe;RUS
12348228;EVTNAME12348228;Fall of Jakutsk;RUS
12348234;EVTNAME12348234;Fall of Pervoural'sk;RUS
12348254;EVTNAME12348254;Fall of Ulya;RUS
12348385;EVTNAME12348385;Fall of Spokane;USA
12348445;EVTNAME12348445;Fall of Winnipeg;CAN
12348473;EVTNAME12348473;Fall of Great Falls;USA
12348528;EVTNAME12348528;Fall of Omsk;RUS
12348594;EVTNAME12348594;Fall of Novosibirsk;RUS
12348645;EVTNAME12348645;Fall of Bismarck;USA
12348706;EVTNAME12348706;Fall of Minneapolis;USA
12348726;EVTNAME12348726;Fall of Salt Lake City;USA
12348755;EVTNAME12348755;Fall of Rapid City;USA
12348794;EVTNAME12348794;Fall of Kyzyl;CHI
12348834;EVTNAME12348834;Fall of Omaha;USA
12348835;EVTNAME12348835;Fall of Des Moines;USA
12348854;EVTNAME12348854;Fall of Denver;USA
12348892;EVTNAME12348892;Fall of Ulaanbaatar;CHI
12348911;EVTNAME12348911;Fall of Uliastay;CHI
12348943;EVTNAME12348943;Fall of Kansas City;USA
12348952;EVTNAME12348952;Fall of Alma Ata;RUS
12348955;EVTNAME12348955;Fall of Ürümqi;CHI
12348962;EVTNAME12348962;Fall of Phoenix;USA
12348970;EVTNAME12348970;Fall of Açores;POR
12348987;EVTNAME12348987;Fall of Montcello;USA
12348990;EVTNAME12348990;Fall of Tulsa;USA
12349019;EVTNAME12349019;Fall of Louisville;USA
12349025;EVTNAME12349025;Fall of Tashkent;RUS
12349115;EVTNAME12349115;Fall of Zhangye;CHI
12349121;EVTNAME12349121;Fall of Dallas;USA
12349123;EVTNAME12349123;Fall of Nashville;USA
12349158;EVTNAME12349158;Fall of Tehran;PER
12349189;EVTNAME12349189;Fall of Herat;AFG
12349191;EVTNAME12349191;Fall of Kabul;AFG
12349198;EVTNAME12349198;Fall of Lenghu;CHI
12349213;EVTNAME12349213;Fall of Baghdad;TUR
12349266;EVTNAME12349266;Fall of Pingliang;CHI
12349282;EVTNAME12349282;Fall of Esfahan;PER
12349324;EVTNAME12349324;Fall of Pingwu;CHI
12349325;EVTNAME12349325;Fall of Hanzhong;CHI
12349329;EVTNAME12349329;Fall of San Antonio;USA
12349336;EVTNAME12349336;Fall of Ahvaz;PER
12349365;EVTNAME12349365;Fall of Al Basrah;TUR
12349377;EVTNAME12349377;Fall of Lhasa;TIB
12349398;EVTNAME12349398;Fall of Bushehr;PER
12349414;EVTNAME12349414;Fall of Danba;CHI
12349429;EVTNAME12349429;Fall of Bandar e 'Abbas;PER
12349444;EVTNAME12349444;Fall of Ya'an;CHI
12349471;EVTNAME12349471;Fall of Kathmandu;NEP
12349472;EVTNAME12349472;Fall of Punakha;BHU
12349478;EVTNAME12349478;Fall of Chongqing;CHI
12349527;EVTNAME12349527;Fall of Dali;CHI
12349598;EVTNAME12349598;Fall of Masqat;OMN
12349611;EVTNAME12349611;Fall of Makkah;HJZ
12349613;EVTNAME12349613;Fall of Ar Riyad;SAU
12349699;EVTNAME12349699;Fall of El Salvador;SAL
12349707;EVTNAME12349707;Fall of Jizan;ASR
12349713;EVTNAME12349713;Fall of Guatemala;GUA
12349714;EVTNAME12349714;Fall of Tegucigalpa;HON
12349739;EVTNAME12349739;Fall of Managua;NIC
12349740;EVTNAME12349740;Fall of Maracaibo;VEN
12349790;EVTNAME12349790;Fall of Barranquilla;COL
12349792;EVTNAME12349792;Fall of Caracas;VEN
12349849;EVTNAME12349849;Fall of Cúcuta;COL
12349930;EVTNAME12349930;Fall of Bogot?Fall of Bogot?Fall of Bogot?Fall of Bogot?Fall of Bogot?Fall of Bogot?;COL
12349943;EVTNAME12349943;Fall of Addis Ababa;ETH
12349952;EVTNAME12349952;Fall of Monrovia;LIB
12349974;EVTNAME12349974;Fall of Quito;ECU
43211072;EVTNAME43211072;Recapture of Jaroslavl;RUS
43211127;EVTNAME43211127;Recapture of Glasgow;ENG
43211128;EVTNAME43211128;Recapture of Edinburgh;ENG
43211171;EVTNAME43211171;Recapture of Göteborg;SWE
43211178;EVTNAME43211178;Recapture of Riga;RUS
43211201;EVTNAME43211201;Recapture of Gorkiy;RUS
43211255;EVTNAME43211255;Recapture of Newcastle;ENG
43211301;EVTNAME43211301;Recapture of Århus;DEN
43211308;EVTNAME43211308;Recapture of Joniskis;RUS
43211311;EVTNAME43211311;Recapture of Daugavpils;RUS
43211330;EVTNAME43211330;Recapture of Kazan;RUS
43211341;EVTNAME43211341;Recapture of Belfast;ENG
43211357;EVTNAME43211357;Recapture of Velikie Luki;RUS
43211391;EVTNAME43211391;Recapture of Odense;DEN
43211409;EVTNAME43211409;Recapture of Moskva;RUS
43211438;EVTNAME43211438;Recapture of Malm?Recapture of Malm?Recapture of Malm?Recapture of Malm?Recapture of Malm?Recapture of Malm?;SWE
43211442;EVTNAME43211442;Recapture of Kaunas;RUS
43211482;EVTNAME43211482;Recapture of Copenhagen;DEN
43211498;EVTNAME43211498;Recapture of Kaluga;RUS
43211521;EVTNAME43211521;Recapture of Liverpool;ENG
43211534;EVTNAME43211534;Recapture of Vitsyebsk;RUS
43211536;EVTNAME43211536;Recapture of Smolensk;RUS
43211563;EVTNAME43211563;Recapture of Dublin;ENG
43211570;EVTNAME43211570;Recapture of Wilhelmshaven;GER
43211572;EVTNAME43211572;Recapture of Kiel;GER
43211589;EVTNAME43211589;Recapture of Tula;RUS
