FIN_57;Inari;Inari;Inari;;Inari;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_106;Ivalo;Ivalo;Ivalo;;Ivalo;;;;;;;;;;,,,,,,,,,,,,,,,,
FIN_41;Angeli;Angeli;Angeli;;Angeli;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_70;Pokka;Pokka;Pokka;;Pokka;;;;;;;;;;,,,,
FIN_142;Korvala;Korvala;Korvala;;Korvala;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,
FIN_194;Tornio;Tornio;Tornio;;Tornio;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,
FIN_162;Autti;Autti;Autti;;Autti;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,
ITA_3974;Bologna;Bologne;Bologna;;Bolonia;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA_3763;Venezia;Venise;Venedig;;Venecia;;;;;;;;;;,,,,,,,,,,,,,,,,
ITA_3976;Trieste;Trieste;Triest;;Trieste;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA_3901;La Spezia;La Spezia;La Spezia;;La Spezia;;;;;;;;;;,,,,,,,,,,,,,,,,,,
ITA_4109;Firenze;Florence;Florenz;;Florencia;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA_4232;Siena;Sienne;Siena;;Siena;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA_4110;Ancona;Ancône;Ancona;;Ancona;;;;;;;;;;
ITA_4422;Grosseto;Grosseto;Grosseto;;Grosseto;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA_4552;Termoli;Termoli;Termoli;;Termoli;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA_4302;Macerata;Macerata;Macerata;;Macerata;;;;;;;;;;,,
ITA_4715;Foggia;Foggia;Foggia;;Foggia;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA_4868;Bari;Bari;Bari;;Bari;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA_4962;Taranto;Taranto;Taranto;;Tarento;;;;;;;;;;,,,,,,,,,,,,,
ITA_4866;Salerno;Salerne;Salerno;;Salerno;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA_4915;Asti;Asti;Asti;;Asti;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA_5038;Cosenza;Cosenza;Cosenza;;Cosenza;;;;;;;;;;
ITA_5237;Reggio di Calabria;Reggio di Calabria;Kalabrien;;Reggio di Calabria;;;;;;;;;;,,,,,,,
ITA_5235;Agrigento;Agrigente;Agrigento;;Agrigento;;;;;;;;;;,,,,,,,
ITA_5266;Palermo;Palerme;Palermo;;Palermo;;;;;;;;;;,
ITA_4763;Sassari;Sassari;Sassari;;Sassari;;;;;;;;;;,,,,,,,
spanish_region;Spain;Espagne;Spanien;;España;;;;;;;;;;,,,,,,,
french_indochine_region;French Indochine;Indochine française;Französisch-Indochina;;Indochina Francesa;;;;;;;;;;,,,,,,,
sudetenland;Sudetenland;Sudètes;Sudetenland;;Las Sudetes;;;;;;;;;;,,,,,,,
northern_italy_region;Northern Italy;Italie du Nord;Norditalien;;Norte de Italia;;;;;;;;;;,,,,,,,
libya_region;Libya;Libye;Libyen;;Libia;;;;;;;;;;,,,,,,,
italian_somaliland_region;Italian Somaliland;Somalie Italienne;Italienisch-Somaliland;;Somalia Italiana;;;;;;;;;;,,,,,,,
eritrea_region;Eritrea;Érythrée;Eritrea;;Eritrea;;;;;;;;;;,,,,,,,
slovenia_region;Slovenia;Slovénie;Slowenien;;Eslovenia;;;;;;;;;;,,,,,,,
montenegro_region;Montenegro;Monténégro;Montenegro;;Montenegro;;;;;;;;;;,,,,,,,
albania_region;Albania;Albanie;Albanien;;Albania;;;;;;;;;;,,,,,,,
northern_france_region;Northern France;France du Nord;Nordfrankreich;;Norte de Francia;;;;;;;;;;,,,,,,,
western_france_region;Western France;France de l'Ouest;Westfrankreich;;Francia Occidental;;;;;;;;;;,,,,,,,
central_western_russia_region;Central Western Russia;Russie Centrale de l'Ouest;Zentralwestrussland;;Rusia Central Occidental;;;;;;;;;;
western_russia_region;Western Russia;Russie Européenne;Westrussland;;Rusia Occidental;;;;;;;;;;,,,,,,,
baltic_states_region;The Baltic States;Les États Baltes;Baltikum;;Los Estados Bálticos;;;;;;;;;;
sikhote_alin_region;Sikhote Alin;Sikhote-Aline;Sikhote Alin;;Sikhote Alin;;;;;;;;;;,,,,,,,
czechoslovakia_region;Czechoslovakia;Tchécoslovaquie;Tschechoslowakei;;Checoslovaquia;;;;;;;;;;
poland_region;Poland;Pologne;Polen;;Polonia;;;;;;;;;;,,,,,,,
east_germany_region;East Germany;Allemagne de l'Est;Ostdeutschland;;Alemania Oriental;;;;;;;;;;
austria_region;Austria;Autriche;Österreich;;Austria;;;;;;;;;;,,,,,,,
belgium_region;Belgium;Belgique;Belgien;;Bélgica;;;;;;;;;;
the_netherlands_region;The Netherlands;Pays-Bas;Niederlande;;Los Países Bajos;;;;;;;;;;,,,,,,,
denmark_region;Denmark;Danemark;Dänemark;;Dinamarca;;;;;;;;;;
norway_region;Norway;Norvège;Norwegen;;Noruega;;;;;;;;;;,,,,,,,
greece_region;Greece;Grèce;Griechenland;;Grecia;;;;;;;;;;
yugoslavia_region;Yugoslavia;Yougoslavie;Jugoslawien;;Yugoslavia;;;;;;;;;;,,,,,,,
croatia_region;Croatia;Croatie;Kroatien;;Croacia;;;;;;;;;;,
eastern_poland;Eastern Poland;Pologne de l'Est;Ostpolen;;Polonia Oriental;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,
crimean_peninsula;Crimean Peninsula;Presqu'ile Crimée;Halbinsel Krim;;Península crimea;;;;;;;;;;,,,,,,,,,,,,,,,,,
lithuania_region;Lithuania;Lituanie;Litauen;;Lituania;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4419;Barcelona;Barcelona;Barcelona;;Barcelona;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4357;Gerona;Gerona;Gerona;;Gerona;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4226;Lérida;Lérida;Lérida;;Lérida;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,
SPR_4547;Tarragona;Tarragona;Tarragona;;Tarragona;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,
SPR_4863;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;;Palma de Mallorca;;;;;;;;;;
SPR_4656;Castellón;Castellón;Castellón;;Castellón;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4813;Valencia;Valencia;Valencia;;Valencia;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4960;Alicante;Alicante;Alicante;;Alicante;;;;;;;;;;,,,,,,,,,,,,,
SPR_5000;Murcia;Murcia;Murcia;;Murcia;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,
SPR_5158;Almería;Almería;Almería;;Almería;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,
SPR_5035;Granada;Granada;Granada;;Granada;;;;;;;;;;,,,,,,,,,,,,,,,,,,,
SPR_5099;Málaga;Málaga;Málaga;;Málaga;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4996;Jaén;Jaén;Jaén;;Jaén;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,
SPR_4855;Córdoba;Córdoba;Córdoba;;Córdoba;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_5067;Sevilla;Sevilla;Sevilla;;Sevilla;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_5125;Cádiz;Cádiz;Cádiz;;Cádiz;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4993;Huelva;Huelva;Huelva;;Huelva;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4592;Cáceres;Cáceres;Cáceres;;Cáceres;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4647;Badajoz;Badajoz;Badajoz;;Badajoz;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4649;Toledo;Toledo;Toledo;;Toledo;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4756;Ciudad Real;Ciudad Real;Ciudad Real;;Ciudad Real;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4810;Albacete;Albacete;Albacete;;Albacete;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4652;Cuenca;Cuenca;Cuenca;;Cuenca;;;;;;;;;;,,,,,,,,,
SPR_4412;Guadalajara;Guadalajara;Guadalajara;;Guadalajara;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4411;Madrid;Madrid;Madrid;;Madrid;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4159;Huesca;Huesca;Huesca;;Huesca;;;;;;;;;;
SPR_4223;Zaragoza;Zaragoza;Zaragoza;;Zaragoza;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4654;Teruel;Teruel;Teruel;;Teruel;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4025;Pamplona;Pamplona;Pamplona;;Pamplona;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4094;Logroño;Logroño;Logroño;;Logroño;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_3884;País Vasco;País Vasco;País Vasco;;País Vasco;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG_5191;Gibraltar;Gibraltar;Gibraltar;;Gibraltar;;;;;;;;;;
SPR_4351;Soria;Soria;Soria;;Soria;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_3955;Burgos;Burgos;Burgos;;Burgos;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4348;Segovia;Segovia;Segovia;;Segovia;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_3882;Palencia;Palencia;Palencia;;Palencia;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4089;Zamora;Zamora;Zamora;;Zamora;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4539;Ávila;Ávila;Ávila;;Ávila;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_3880;León;León;León;;León;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4153;Valladolid;Valladolid;Valladolid;;Valladolid;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_4408;Salamanca;Salamanca;Salamanca;;Salamanca;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_3813;Santander;Santander;Santander;;Santander;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_3678;Oviedo;Oviedo;Oviedo;;Oviedo;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_3676;La Coruña;La Coruña;La Coruña;;La Coruña;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_3611;Lugo;Lugo;Lugo;;Lugo;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR_3878;Orense;Orense;Orense;;Orense;;;;;;;;;;
SPR_3742;Pontevedra;Pontevedra;Pontevedra;;Pontevedra;;;;;;;;;;,,,,,,,,,,,,,,,,
SPR_5321;Rif Oriental;Rif Oriental;Rif Oriental;;Rif Oriental;;;;;;;;;;,,,,,,,,,,,,,,,,
SPR_5289;Rif Occidental;Rif Occidental;Rif Occidental;;Rif Occidental;;;;;;;;;;,,,,,,,,,,,,,,,,
SPR_9551;Río de Oro;Río de Oro;Río de Oro;;Río de Oro;;;;;;;;;;,,,,,,,,,,
SPR_9569;Ifni;Ifni;Ifni;;Ifni;;;;;;;;;;,,,,,,,,,,,,,,,,
SPR_9482;Saguia el Hamra;Saguia el Hamra;Saguia el Hamra;;Saguia el Hamra;;;;;;;;;;,,,,,,,,,,,,,,,,
SPR_10002;Guinea Española;Guinea Española;Guinea Española;;Guinea Española;;;;;;;;;;,,,,,,,,,,
SPR_10729;Islas Canarias;Islas Canarias;Islas Canarias;;Islas Canarias;;;;;;;;;;,,,,,,,,,
POR_3948;Minho;Minho;Minho;;Minho;;;;;;;;;;,,,,,,,,,,,,,,,,
POR_4901;Algarve;Algarve;Algarve;;Algarve;;;;;;;;;;,,,,,,,,,
POR_4470;Baixo Alentejo;Baixo Alentejo;Baixo Alentejo;;Baixo Alentejo;;;;;;;;;;,,,,,,,,,,,,,,,,
POR_4533;Estremadura;Estremadura;Estremadura;;Estremadura;;;;;;;;;;,,,,,,,,,,
POR_4472;Alto Alentejo;Alto Alentejo;Alto Alentejo;;Alto Alentejo;;;;;;;;;;,,,,,,,,,,,,,,,,
POR_4282;Beira Litoral;Beira Litoral;Beira Litoral;;Beira Litoral;;;;;;;;;;,,,,,,,,,,,,,,,,
POR_4534;Ribatejo;Ribatejo;Ribatejo;;Ribatejo;;;;;;;;;;,,,,,,,,,
POR_4214;Beira Alta;Beira Alta;Beira Alta;;Beira Alta;;;;;;;;;;,,,,,,,,,
POR_4407;Beira Baixa;Beira Baixa;Beira Baixa;;Beira Baixa;;;;;;;;;;,,,,,,,,,
POR_4017;Douro Litoral;Douro Litoral;Douro Litoral;;Douro Litoral;;;;;;;;;;,,
POR_4087;Trás-os-Montes e Alto Douro;Trás-os-Montes e Alto Douro;Trás-os-Montes e Alto Douro;;Trás-os-Montes e Alto Douro;;;;;;;;;;,,,,,,,,,
POR_8970;Açores;Açores;Açores;;Açores;;;;;;;;;;,,,,
POR_11384;Madeira;Madeira;Madeira;;Madeira;;;;;;;;;;,,,,,,,,,
andalucia_region;Andalucía;Andalucía;Andalucía;;Andalucía;;;;;;;;;;,,,,,
aragon_region;Aragón;Aragón;Aragón;;Aragón;;;;;;;;;;,,,,,,,,,
asturias_region;Asturias;Asturias;Asturias;;Asturias;;;;;;;;;;,,,,,,,,,
islas_baleares_region;Islas Baleares;Islas Baleares;Islas Baleares;;Islas Baleares;;;;;;;;;;
castilla_la_nueva_region;Castilla la Nueva;Castilla la Nueva;Castilla la Nueva;;Castilla la Nueva;;;;;;;;;;,,,,,,,,
castilla_la_vieja_region;Castilla la Vieja;Castilla la Vieja;Castilla la Vieja;;Castilla la Vieja;;;;;;;;;;,,,,,,
cataluña_region;Cataluña;Cataluña;Cataluña;;Cataluña;;;;;;;;;;,,,,,,,,,
extremadura_region;Extremadura;Extremadura;Extremadura;;Extremadura;;;;;;;;;;,
galicia_region;Galicia;Galicia;Galicia;;Galicia;;;;;;;;;;,,,,,,,,,
reino_de_leon_region;Reino de León;Reino de León;Reino de León;;Reino de León;;;;;;;;;;,,,,,,,,,
reino_de_murcia_region;Reino de Murcia;Reino de Murcia;Reino de Murcia;;Reino de Murcia;;;;;;;;;;,,,,,,,,,
navarra_region;Navarra;Navarra;Navarra;;Navarra;;;;;;;;;;,,,,,,,,,,,,
reino_de_valencia_region;Reino de Valencia;Reino de Valencia;Reino de Valencia;;Reino de Valencia;;;;;;;;;;,,,,,,,,,,,,
protectorado_espanol_de_marruecos_region;Protectorado Español de Marruecos;Protectorado Español de Marruecos;Protectorado Español de Marruecos;;Protectorado Español de Marruecos;;;;;;;;;;,,,,,,,,,,
sahara_espanol_region;Sahara Español;Sahara Español;Sahara Español;;Sahara Español;;;;;;;;;;,,,,,,,,,,,,
