fascistic_DDR;DRP;DRP;DRP;;DRP;;;;;;;;;;,,
paternal_autocrat_DDR;DReP;DReP;DReP;;DReP;;;;;;;;;;,,
social_conservative_DDR;DBD;DBD;DBD;;DBD;;;;;;;;;;,,
market_liberal_DDR;LDPD;LDPD;LDPD;;LDPD;;;;;;;;;;,,
social_liberal_DDR;CDU;CDU;CDU;;CDU;;;;;;;;;;,,
social_democrat_DDR;SPD;SPD;SPD;;SPD;;;;;;;;;;,,
left_wing_radical_DDR;DKP;DKP;DKP;;DKP;;;;;;;;;;,,
leninist_DDR;MLPD;MLPD;MLPD;;MLPD;;;;;;;;;;,,
stalinist_DDR;SED;SED;SED;;SED;;;;;;;;;;,,
national_socialist_DEN;Nationalsocialistiske Arbejderparti;Nationalsocialistiske Arbejderparti;Nationalsocialistiske Arbejderparti;;Nationalsocialistiske Arbejderparti;;;;;;;;;;,,
fascistic_DEN;Bondepartiet;Bondepartiet;Bondepartiet;;Bondepartiet;;;;;;;;;;,,
paternal_autocrat_DEN;Danish Unity;Danish Unity;Danish Unity;;Unión Danesa;;;;;;;;;;,,
social_conservative_DEN;Det Konservative Folkeparti;Det Konservative Folkeparti;Det Konservative Folkeparti;;Det Konservative Folkeparti;;;;;;;;;;,,
market_liberal_DEN;Venstre;Venstre;Venstre;;Venstre;;;;;;;;;;,,
social_liberal_DEN;Radikale Venstre;Radikale Venstre;Radikale Venstre;;Radikale Venstre;;;;;;;;;;,,
social_democrat_DEN;Socialdemokraterne;Socialdemokraterne;Socialdemokraterne;;Socialdemokraterne;;;;;;;;;;,,
left_wing_radical_DEN;Danmarks Retsforbund;Danmarks Retsforbund;Danmarks Retsforbund;;Danmarks Retsforbund;;;;;;;;;;,,
leninist_DEN;Venstresocialistiske Parti;Venstresocialistiske Parti;Venstresocialistiske Parti;;Venstresocialistiske Parti;;;;;;;;;;,,
stalinist_DEN;Danmarks Kommunistiske Parti;Danmarks Kommunistiske Parti;Danmarks Kommunistiske Parti;;Danmarks Kommunistiske Parti;;;;;;;;;;,,
national_socialist_DFR;SRD;SRD;SRD;;SRD;;;;;;;;;;,,
fascistic_DFR;DRP;DRP;DRP;;DRP;;;;;;;;;;,,
paternal_autocrat_DFR;DReP;DReP;DReP;;DReP;;;;;;;;;;,,
social_conservative_DFR;DP;DP;DP;;DP;;;;;;;;;;,,
market_liberal_DFR;FDP;FDP;FDP;;FDP;;;;;;;;;;,,
social_liberal_DFR;CDU;CDU;CDU;;CDU;;;;;;;;;;,,
social_democrat_DFR;SPD;SPD;SPD;;SPD;;;;;;;;;;,,
left_wing_radical_DFR;DKP;DKP;DKP;;DKP;;;;;;;;;;,,
leninist_DFR;MLPD;MLPD;MLPD;;MLPD;;;;;;;;;;,,
stalinist_DFR;KPD;KPD;KPD;;KPD;;;;;;;;;;,,
national_socialist_DOM;Movimiento National Socialista;Movimiento National Socialista;Movimiento National Socialista;;Movimiento National Socialista;;;;;;;;;;,,
fascistic_DOM;Falange de Dominicano;Falange de Dominicano;Falange de Dominicano;;Falange Dominicana;;;;;;;;;;,,
paternal_autocrat_DOM;Partido Dominicano;Partido Dominicano;Partido Dominicano;;Partido Dominicano;;;;;;;;;;,,
social_conservative_DOM;Partido Reformista Social Cristiano;Partido Reformista Social Cristiano;Partido Reformista Social Cristiano;;Partido Reformista Social Cristiano;;;;;;;;;;,,
market_liberal_DOM;Fuerza Nacional Progresista;Fuerza Nacional Progresista;Fuerza Nacional Progresista;;Fuerza Nacional Progresista;;;;;;;;;;,,
social_liberal_DOM;Partido de la Liberación Dominicana;Partido de la Liberación Dominicana;Partido de la Liberación Dominicana;;Partido de la Liberación Dominicana;;;;;;;;;;,,
social_democrat_DOM;Partido Revolucionario Dominicano;Partido Revolucionario Dominicano;Partido Revolucionario Dominicano;;Partido Revolucionario Dominicano;;;;;;;;;;,,
left_wing_radical_DOM;Partido de los Trabajadores Dominicanos;Partido de los Trabajadores Dominicanos;Partido de los Trabajadores Dominicanos;;Partido de los Trabajadores Dominicanos;;;;;;;;;;,,
leninist_DOM;Movimiento Popular Dominicano;Movimiento Popular Dominicano;Movimiento Popular Dominicano;;Movimiento Popular Dominicano;;;;;;;;;;,,
stalinist_DOM;Partido Comunista de Dominicano;Partido Comunista de Dominicano;Partido Comunista de Dominicano;;Partido Comunista Dominicano;;;;;;;;;;,,
national_socialist_ECU;Movimiento Nacional Socialista;Movimiento Nacional Socialista;Movimiento Nacional Socialista;;Movimiento Nacionalsocialista;;;;;;;;;;,,
fascistic_ECU;Falange del Ecuador;Falange del Ecuador;Falange del Ecuador;;Falange del Ecuador;;;;;;;;;;,,
paternal_autocrat_ECU;Acción Nacional;Acción Nacional;Acción Nacional;;Acción Nacional;;;;;;;;;;,,
social_conservative_ECU;Frente Radical Alfarista;Frente Radical Alfarista;Frente Radical Alfarista;;Frente Radical Alfarista;;;;;;;;;;,,
market_liberal_ECU;Partido Liberal Radical Ecuatoriano;Partido Liberal Radical Ecuatoriano;Partido Liberal Radical Ecuatoriano;;Partido Liberal Radical Ecuatoriano;;;;;;;;;;,,
social_liberal_ECU;Concentración de Fuerzas Populares;Concentración de Fuerzas Populares;Concentración de Fuerzas Populares;;Concentración de Fuerzas Populares;;;;;;;;;;,,
social_democrat_ECU;Partido Socialista;Partido Socialista;Partido Socialista;;Partido Socialista;;;;;;;;;;,,
left_wing_radical_ECU;Partido de los Trabajadores del Ecuador;Partido de los Trabajadores del Ecuador;Partido de los Trabajadores del Ecuador;;Partido de los Trabajadores del Ecuador;;;;;;;;;;,,
leninist_ECU;Partido Comunista Marxista-Leninista del Ecuador;Partido Comunista Marxista-Leninista del Ecuador;Partido Comunista Marxista-Leninista del Ecuador;;Partido Comunista Marxista-Leninista del Ecuador;;;;;;;;;;,,
stalinist_ECU;Partido Comunista del Ecuador;Partido Comunista del Ecuador;Partido Comunista del Ecuador;;Partido Comunista del Ecuador;;;;;;;;;;,,
national_socialist_EGY;Arab National Socialist Party;Parti national socialiste arabe;Nationalsozialistische Partei Arabiens;;Partido Nacionalsocialista Árabe;;;;;;;;;;,,
fascistic_EGY;Arab Fascistic Front;Front fasciste arabe;Faschistische Front Arabiens;;Frente Fascista Árabe;;;;;;;;;;,,
paternal_autocrat_EGY;The Abaza Clan;Le clan Abaza;Der Abaza-Klan;;Clan de Abaza;;;;;;;;;;,,
social_conservative_EGY;Muslim Brotherhood;Les Frères musulmans;Muslimische Bruderschaft;;Hermanos Musulmanes;;;;;;;;;;,,
market_liberal_EGY;Wafd Party;Parti Wafd;Wafd-Partei;;Partido Wafd;;;;;;;;;;,,
social_liberal_EGY;Ummah Party;Parti Ummah;Ummah-Partei;;Partido Ummah;;;;;;;;;;,,
social_democrat_EGY;Arab Socialist Union;Union socialiste arabe;Sozialistische Union Arabiens;;Unión Socialista Árabe;;;;;;;;;;,,
left_wing_radical_EGY;National Progressive Unionist Party;Parti progressiste unioniste national;Einheitspartei des nationalen Fortschritts;;Partido de la Unión Progresista Nacional;;;;;;;;;;,,
leninist_EGY;Egyptian Arab Socialist Party;Parti socialiste arabe égyptien;Arabische Sozialistenpartei Ägyptens;;Partido Socialista Árabe de Egipto;;;;;;;;;;,,
stalinist_EGY;Communist Party of Egypt;Parti communiste égyptien;Kommunistische Partei Ägyptens;;Partido Comunista de Egipto;;;;;;;;;;,,
national_socialist_ENG;National Socialist League;Ligue nationale socialiste;National Socialist League;;Liga Nacionalsocialista;;;;;;;;;;,,
fascistic_ENG;British Union of Fascists;Union britannique fasciste;British Union of Fascists;;Unión Británica de Fascistas;;;;;;;;;;,,
paternal_autocrat_ENG;Nordic League;Ligue du Nord;Nordic League;;Liga Nórdica;;;;;;;;;;,,
social_conservative_ENG;Conservative Party;Parti conservateur;Conservative Party;;Partido Conservador;;;;;;;;;;,,
market_liberal_ENG;National Liberal Party;Parti libéral national;National Liberal Party;;Partido Nacional Liberal;;;;;;;;;;,,
social_liberal_ENG;Liberal Party;Parti libéral ;Liberal Party;;Partido Liberal;;;;;;;;;;,,
social_democrat_ENG;Labour Party;Parti travailliste;Labour Party;;Partido Laborista;;;;;;;;;;,,
left_wing_radical_ENG;Independent Labour Party;Parti travailliste indépendant;Independent Labour Party;;Partido Laborista Independiente;;;;;;;;;;,,
leninist_ENG;Revolutionary Socialist League;Ligue socialiste révolutionnaire;Revolutionary Socialist League;;Liga Revolucionaria Socialista;;;;;;;;;;,,
stalinist_ENG;Communist Party;Parti communiste;Kommunistische Partei;;Partido Comunista;;;;;;;;;;,,
national_socialist_EST;Heimwehr;Heimwehr;Heimwehr;;Heimwehr;;;;;;;;;;,,
fascistic_EST;VAPSID;VAPSID;VAPSID;;VAPSID;;;;;;;;;;,,
paternal_autocrat_EST;Talurahvaerakond;Talurahvaerakond;Talurahvaerakond;;Talurahvaerakond;;;;;;;;;;,,
social_conservative_EST;EKR;EKR;EKR;;EKR;;;;;;;;;;,,
market_liberal_EST;VKR;VKR;VKR;;VKR;;;;;;;;;;,,
social_liberal_EST;ER;ER;ER;;ER;;;;;;;;;;,,
social_democrat_EST;ES?ES?ES?;ES?;;;;;;;;;,,
left_wing_radical_EST;ESP;ESP;ESP;;ESP;;;;;;;;;;,,
leninist_EST;EST?EST?EST?;EST?;;;;;;;;;,,
stalinist_EST;EKP;EKP;EKP;;EKP;;;;;;;;;;,,
national_socialist_ETH;Ethiopian National Socialist Party;Parti national socialiste éthiopien;Nationalsozialistische Partei Äthiopiens;;Partido Nacionalsocialista de Etiopía;;;;;;;;;;,,
fascistic_ETH;Ethiopian Fascistic Front;Front fasciste éthiopien;Faschistische Front Äthiopiens;;Frente Fascista de Etiopía;;;;;;;;;;,,
paternal_autocrat_ETH;Mekwanint;Mekwanint;Mekwanint;;Mekwanint;;;;;;;;;;,,
social_conservative_ETH;Mesafint;Mesafint;Mesafint;;Mesafint;;;;;;;;;;,,
market_liberal_ETH;All-Ethiopian Unity Party;Parti unitaire éthiopien;Gesamtäyptische Einheitspartei;;Partido de Unidad Panetíope;;;;;;;;;;,,
social_liberal_ETH;Ethiopian Democratic Unity Party;Parti unitaire démocratique éthiopien;Demokratische Einheitspartei Äthiopiens;;Partido Etíope de Unidad Democrática;;;;;;;;;;,,
social_democrat_ETH;Ethiopian Social Democratic Federal Party;Parti social démocrate fédéral éthiopien;Sozialdemokratische Bundespartei Äthiopiens;;Partido Socialdemócrata Federal de Etiopía;;;;;;;;;;,,
left_wing_radical_ETH;Ethiopian People's Revolutionary Party;Parti populaire révolutionnaire éthiopien;Äthiopische Volksrevolutionspartei;;Partido Revolucionario del Pueblo?Etíope;;;;;;;;;;,,
leninist_ETH;All-Ethiopia Socialist Movement;Mouvement socialiste éthiopien;Gesamtäyptische sozialistische Bewegung;;Movimiento Socialista Panetíope;;;;;;;;;;,,
stalinist_ETH;Workers' Party of Ethiopia;Parti des travailleurs éthiopiens;Äthiopische Arbeiterpartei;;Partido Laborista de Etiopía;;;;;;;;;;,,
national_socialist_FIN;Sinimustat;Sinimustat;Sinimustat;;Sinimustat;;;;;;;;;;,,
fascistic_FIN;Lapuan liike;Lapuan liike;Lapuan liike;;Lapuan liike;;;;;;;;;;,,
paternal_autocrat_FIN;IKL;IKL;IKL;;IKL;;;;;;;;;;,,
social_conservative_FIN;Kok;Kok;Kok;;Kok;;;;;;;;;;,,
market_liberal_FIN;KE;KE;KE;;KE;;;;;;;;;;,,
social_liberal_FIN;SKK;SKK;SKK;;SKK;;;;;;;;;;,,
social_democrat_FIN;SDP;SDP;SDP;;SDP;;;;;;;;;;,,
left_wing_radical_FIN;SKDL;SKDL;SKDL;;SKDL;;;;;;;;;;,,
leninist_FIN;SYP;SYP;SYP;;SYP;;;;;;;;;;,,
stalinist_FIN;SKP;SKP;SKP;;SKP;;;;;;;;;;,,
national_socialist_FRA;PPF;PPF;PPF;;PPF;;;;;;;;;;,,
fascistic_FRA;Mouvement Franciste;Mouvement franciste;Mouvement Franciste;;Mouvement Franciste;;;;;;;;;;,,
paternal_autocrat_FRA;Action Française;Action française;Action Française;;Action Française;;;;;;;;;;,,
social_conservative_FRA;Fédération républicaine;FR;FR;;Fra;;;;;;;;;;,,
market_liberal_FRA;Alliance démocratique;MRP;MRP;;MRP;;;;;;;;;;,,
social_liberal_FRA;Union républicaine;ARV;ARV;;ARV;;;;;;;;;;,,
social_democrat_FRA;Parti radical;SFIO;SIFO;;SIFO;;;;;;;;;;,,
left_wing_radical_FRA;Parti républicain-socialiste;RAD;RAD;;RAD;;;;;;;;;;,,
leninist_FRA;Section Française de l'Internationale Ouvrière;GBL;GBL;;GBL;;;;;;;;;;,,
stalinist_FRA;GBL;PCF;PCF;;PCF;;;;;;;;;;,,
national_socialist_GER;Deutsche Vaterlandspartei;Deutsche Vaterlandspartei;Deutsche Vaterlandspartei;;Deutsche Vaterlandspartei;;;;;;;;;;,,
fascistic_GER;Freikonservative Partei;Freikonservative Partei;Freikonservative Partei;;Freikonservative Partei;;;;;;;;;;,,
paternal_autocrat_GER;Deutschkonservative Parte;Deutschkonservative Parte;Deutschkonservative Parte;;Deutschkonservative Parte;;;;;;;;;;,,
social_conservative_GER;Nationalliberale Partei;Nationalliberale Partei;Nationalliberale Partei;;Nationalliberale Partei;;;;;;;;;;,,
market_liberal_GER;Freisinnige Volkspartei;Freisinnige Volkspartei;Freisinnige Volkspartei;;Freisinnige Volkspartei;;;;;;;;;;,,
social_liberal_GER;Zentrum;Zentrum;Zentrum;;Zentrum;;;;;;;;;;,,
social_democrat_GER;Sozialdemokratische Partei;Sozialdemokratische Partei;Sozialdemokratische Partei;;Sozialdemokratische Partei;;;;;;;;;;,,
left_wing_radical_GER;Allgemeiner Deutscher Arbeiterverein;Allgemeiner Deutscher Arbeiterverein;Allgemeiner Deutscher Arbeiterverein;;Allgemeiner Deutscher Arbeiterverein;;;;;;;;;;,,
leninist_GER;Bayerischer Bauernbund;Bayerischer Bauernbund;Bayerischer Bauernbund;;Bayerischer Bauernbund;;;;;;;;;;,,
stalinist_GER;Sozialdemokratische Arbeiterpartei;Sozialdemokratische Arbeiterpartei;Sozialdemokratische Arbeiterpartei;;Sozialdemokratische Arbeiterpartei;;;;;;;;;;,,
national_socialist_GRE;EESK;EESK;EESK;;EESK;;;;;;;;;;,,
fascistic_GRE;EEE;EEE;EEE;;EEE;;;;;;;;;;,,
paternal_autocrat_GRE;LK;LK;LK;;LK;;;;;;;;;;,,
social_conservative_GRE;SDK;SDK;SDK;;SDK;;;;;;;;;;,,
market_liberal_GRE;KF;KF;KF;;KF;;;;;;;;;;,,
social_liberal_GRE;DE;DE;DE;;DE;;;;;;;;;;,,
social_democrat_GRE;DSK;DSK;DSK;;DSK;;;;;;;;;;,,
left_wing_radical_GRE;SEKE;SEKE;SEKE;;SEKE;;;;;;;;;;,,
leninist_GRE;AEK;AEK;AEK;;AEK;;;;;;;;;;,,
stalinist_GRE;KKE;KKE;KKE;;KKE;;;;;;;;;;,,
national_socialist_GUA;Movimiento Nacional Socialista;Movimiento Nacional Socialista;Movimiento Nacional Socialista;;Movimiento Nacionalsocialista;;;;;;;;;;,,
fascistic_GUA;Falange de Guatemala;Falange de Guatemala;Falange de Guatemala;;Falange de Guatemala;;;;;;;;;;,,
paternal_autocrat_GUA;Frente Republicano Guatemalteco;Frente Republicano Guatemalteco;Frente Republicano Guatemalteco;;Frente Republicano Guatemalteco;;;;;;;;;;,,
social_conservative_GUA;Unidad Nacional de la Esperanza;Unidad Nacional de la Esperanza;Unidad Nacional de la Esperanza;;Unidad Nacional de la Esperanza;;;;;;;;;;,,
market_liberal_GUA;Partido Unionista;Partido Unionista;Partido Unionista;;Partido Unionista;;;;;;;;;;,,
social_liberal_GUA;Unión Democrática;Unión Democrática;Unión Democrática;;Unión Democrática;;;;;;;;;;,,
social_democrat_GUA;Partido Guatemalteco del Trabajo;Partido Guatemalteco del Trabajo;Partido Guatemalteco del Trabajo;;Partido Guatemalteco del Trabajo;;;;;;;;;;,,
left_wing_radical_GUA;Partido Accion Revolucion;Partido Accion Revolucion;Partido Accion Revolucion;;Partido Acción Revolución;;;;;;;;;;,,
leninist_GUA;Vanguardia Democrática Guatemalteca;Vanguardia Democrática Guatemalteca;Vanguardia Democrática Guatemalteca;;Vanguardia Democrática Guatemalteca;;;;;;;;;;,,
stalinist_GUA;Partido Comunista de Guatemala;Partido Comunista de Guatemala;Partido Comunista de Guatemala;;Partido Comunista de Guatemala;;;;;;;;;;,,
national_socialist_GUY;Guyana National Socialist Movement;Mouvement nationaliste guyanais;Nationalsozialitische Bewegung Guayanas;;Movimiento Nacionalsocialista de Guayana;;;;;;;;;;,,
fascistic_GUY;Guyana Fascist League;Ligue fasciste guyanaise;Faschistische Liga Guyanas;;Liga Fascista de Guayana;;;;;;;;;;,,
paternal_autocrat_GUY;Guyana National Party;Parti national guyanais;Nationalpartei Guyanas;;Partido Nacional de Guayana;;;;;;;;;;,,
social_conservative_GUY;National Republican Party;Parti national républicain;Nationalrepublikanische Partei;;Partido Republicano Nacional;;;;;;;;;;,,
market_liberal_GUY;National Democratic Movement;Mouvement démocratique national;Nationaldemokratische Bewegung;;Movimiento Nacional Demócrata;;;;;;;;;;,,
social_liberal_GUY;Peoples Democratic Party;Parti populaire démocrate;Demokratische Volkspartei;;Partido Democrático del Pueblo;;;;;;;;;;,,
social_democrat_GUY;People's National Congress;Congrès national populaire;Nationaler Volkskongress;;Congreso Nacional del Pueblo;;;;;;;;;;,,
left_wing_radical_GUY;People's Progressive Party;Parti populaire progressiste;Völkische Fortschrittspartei;;Partido Progresista del Pueblo;;;;;;;;;;,,
leninist_GUY;Working People's Vanguard Party;Parti de l'avant-garde des travailleurs;Partei des arbeitenden Volkes;;Partido Vanguardista de los Trabajadores;;;;;;;;;;,,
stalinist_GUY;Communist Party of Guyana;Parti communiste guyanais;Kommunistische Partei Guyanas;;Partido Comunista de Guayana;;;;;;;;;;,,
national_socialist_HAI;PPH;PPH;PPH;;PPH;;;;;;;;;;,,
fascistic_HAI;VSN;VSN;VSN;;VSN;;;;;;;;;;,,
paternal_autocrat_HAI;Conseil Militaire;Conseil Militaire;Conseil Militaire;;Conseil Militaire;;;;;;;;;;,,
social_conservative_HAI;MCBNH;MCBNH;MCBNH;;MCBNH;;;;;;;;;;,,
market_liberal_HAI;MIRN;MIRN;MIRN;;MIRN;;;;;;;;;;,,
social_liberal_HAI;RDNP;RDNP;RDNP;;RDNP;;;;;;;;;;,,
social_democrat_HAI;SDH;SDH;SDH;;SDH;;;;;;;;;;,,
left_wing_radical_HAI;POIH;POIH;POIH;;POIH;;;;;;;;;;,,
leninist_HAI;PCOH;PCOH;PCOH;;PCOH;;;;;;;;;;,,
stalinist_HAI;PCH;PCH;PCH;;PCH;;;;;;;;;;,,
national_socialist_HOL;NSB;NSB;NSB;;NSB;;;;;;;;;;,,
fascistic_HOL;ANFB;ANFB;ANFB;;ANFB;;;;;;;;;;,,
paternal_autocrat_HOL;NVP;NVP;NVP;;NVP;;;;;;;;;;,,
social_conservative_HOL;ARP;ARP;ARP;;ARP;;;;;;;;;;,,
market_liberal_HOL;LSP;LSP;LSP;;LSP;;;;;;;;;;,,
social_liberal_HOL;KVP;KVP;KVP;;KVP;;;;;;;;;;,,
social_democrat_HOL;SDAP;SDAP;SDAP;;SDAP;;;;;;;;;;,,
left_wing_radical_HOL;OSP;OSP;OSP;;OSP;;;;;;;;;;,,
leninist_HOL;RSAP;RSAP;RSAP;;RSAP;;;;;;;;;;,,
stalinist_HOL;CPN;CPN;CPN;;CPN;;;;;;;;;;,,
national_socialist_HON;Movimiento Nacional Socialista;Movimiento Nacional Socialista;Movimiento Nacional Socialista;;Movimiento Nacionalsocialista;;;;;;;;;;,,
fascistic_HON;Falange de Honduras;Falange de Honduras;Falange de Honduras;;Falange de Honduras;;;;;;;;;;,,
paternal_autocrat_HON;Partido Nacional;Partido Nacional;Partido Nacional;;Partido Nacional;;;;;;;;;;,,
social_conservative_HON;Partido Demócrata Cristiano de Honduras;Partido Demócrata Cristiano de Honduras;Partido Demócrata Cristiano de Honduras;;Partido Demócrata Cristiano de Honduras;;;;;;;;;;,,
market_liberal_HON;Partido Liberal de Honduras;Partido Liberal de Honduras;Partido Liberal de Honduras;;Partido Liberal de Honduras;;;;;;;;;;,,
social_liberal_HON;Partido Unificación Democrática;Partido Unificación Democrática;Partido Unificación Democrática;;Partido Unificación Democrática;;;;;;;;;;,,
social_democrat_HON;Partido Innovación y Unidad;Partido Innovación y Unidad;Partido Innovación y Unidad;;Partido Innovación y Unidad;;;;;;;;;;,,
left_wing_radical_HON;Partido Revolucionario Hondureño;Partido Revolucionario Hondureño;Partido Revolucionario Hondureño;;Partido Revolucionario Hondureño;;;;;;;;;;,,
leninist_HON;Fuerzas Populares Revolucionarias;Fuerzas Populares Revolucionarias;Fuerzas Populares Revolucionarias;;Fuerzas Populares Revolucionarias;;;;;;;;;;,,
stalinist_HON;Partido Comunista de Honduras;Partido Comunista de Honduras;Partido Comunista de Honduras;;Partido Comunista de Honduras;;;;;;;;;;,,
national_socialist_HUN;HNSP;HNSP;HNSP;;HNSP;;;;;;;;;;,,
fascistic_HUN;Arrow Cross Party;Parti de la croix fléchée;Pfeilkreuzlerpartei;;Partido de la Cruz Gamada;;;;;;;;;;,,
paternal_autocrat_HUN;KDNP;KDNP;KDNP;;KDNP;;;;;;;;;;,,
social_conservative_HUN;FKFPP;FKFPP;FKFPP;;FKFPP;;;;;;;;;;,,
market_liberal_HUN;NZP;NZP;NZP;;NZP;;;;;;;;;;,,
social_liberal_HUN;PS;PS;PS;;PS;;;;;;;;;;,,
social_democrat_HUN;MSZDP;MSZDP;MSZDP;;MSZDP;;;;;;;;;;,,
left_wing_radical_HUN;MDP;MDP;MDP;;MDP;;;;;;;;;;,,
leninist_HUN;MSzMP;MSzMP;MSzMP;;MSzMP;;;;;;;;;;,,
stalinist_HUN;KMP;KMP;KMP;;KMP;;;;;;;;;;,,
national_socialist_ICL;Flokkur Thjóedernissinna Sósíalista;Flokkur Thjóedernissinna Sósíalista;Flokkur Thjóedernissinna Sósíalista;;Flokkur Thjóedernissinna Sósíalista;;;;;;;;;;,,
fascistic_ICL;Flokkur Thjóedernissinna;Flokkur Thjóedernissinna;Flokkur Thjóedernissinna;;Flokkur Thjóedernissinna;;;;;;;;;;,,
paternal_autocrat_ICL;Thjódevarnarflokkurinn;Thjódevarnarflokkurinn;Thjódevarnarflokkurinn;;Thjódevarnarflokkurinn;;;;;;;;;;,,
social_conservative_ICL;Sjálfstaedeisflokkurinn;Sjálfstaedeisflokkurinn;Sjálfstaedeisflokkurinn;;Sjálfstaedeisflokkurinn;;;;;;;;;;,,
market_liberal_ICL;Frjálslyndi flokkurinn;Frjálslyndi flokkurinn;Frjálslyndi flokkurinn;;Frjálslyndi flokkurinn;;;;;;;;;;,,
social_liberal_ICL;Framsóknarflokkurinn;Framsóknarflokkurinn;Framsóknarflokkurinn;;Framsóknarflokkurinn;;;;;;;;;;,,
social_democrat_ICL;Althýeduflokkur;Althýeduflokkur;Althýeduflokkur;;Althýeduflokkur;;;;;;;;;;,,
left_wing_radical_ICL;Sósíalistaflokkurinn;Sósíalistaflokkurinn;Sósíalistaflokkurinn;;Sósíalistaflokkurinn;;;;;;;;;;,,
leninist_ICL;Jafnaedarmannafélagied Sparta;Jafnaedarmannafélagied Sparta;Jafnaedarmannafélagied Sparta;;Jafnaedarmannafélagied Sparta;;;;;;;;;;,,
stalinist_ICL;Kommúnistaflokkur Íslands;Kommúnistaflokkur Íslands;Kommúnistaflokkur Íslands;;Kommúnistaflokkur Íslands;;;;;;;;;;,,
national_socialist_IDC;National Socialist Party;Parti national socialiste;Nationalsozialistische Partei;;Partido Nacionalsocialista;;;;;;;;;;,,
fascistic_IDC;Fascistic Front;Front fasciste;Faschistische Front;;Frente Fascista;;;;;;;;;;,,
paternal_autocrat_IDC;Nationalist Party;Parti nationaliste;Nationalistische Partei;;Partido Nacionalista;;;;;;;;;;,,
social_conservative_IDC;Conservative Party;Parti conservateur;Konservative Partei;;Partido Conservador;;;;;;;;;;,,
market_liberal_IDC;Democratic Party of Indochina;Parti démocratique indochinois;Demokratische Partei Indochinas;;Partido Democrático de Indochina;;;;;;;;;;,,
social_liberal_IDC;Indochinese Populist Party;Parti populiste indochinois;Indochinesische Populistenpartei;;Partido Populista de Indochina;;;;;;;;;;,,
social_democrat_IDC;Social Democrat Party;Parti social démocrate;Sozialdemokratische Partei;;Partido Socialdemócrata;;;;;;;;;;,,
left_wing_radical_IDC;Indochinese Communist Party;Parti communiste indochinois;Kommunistische Partei Indochinas;;Partido Comunista Indochino;;;;;;;;;;,,
leninist_IDC;Communist Party of Indochina;Parti communiste d'Indochine;Kommunistische Partei Indochinas;;Partido Comunista de Indochina;;;;;;;;;;,,
stalinist_IDC;Khmer Rouge;Khmer Rouge;Khmer Rouge;;Khmer Rojo;;;;;;;;;;,,
national_socialist_IND;Indian National Army;Armée nationale indienne;Indische Nationalarmee;;Ejército Nacional de la India;;;;;;;;;;,,
fascistic_IND;Indian Independence League;Ligue indienne pour l'indépendance;Indische Unabhängigkeitsliga;;Liga Independentista de la India;;;;;;;;;;,,
paternal_autocrat_IND;Khilafat Movement;Mouvement Khifalat;Khilafat-Bewegung;;Movimiento Khilafat;;;;;;;;;;,,
social_conservative_IND;Muslim League;Ligue musulmane;Muslimische Liga;;Liga Musulmana;;;;;;;;;;,,
market_liberal_IND;Bharatiya Janata Party;Parti Bharatiya Jana;Bharatiya Janata-Partei;;Partido Bharatiya Janata;;;;;;;;;;,,
social_liberal_IND;Bahujan Samaj Party;Parti Bahujan Samaj;Bahujan Samaj-Partei;;Partido Bahujan Samaj;;;;;;;;;;,,
social_democrat_IND;Congress Party;Parti du Congrès;Kongresspartei;;Partido del Congreso;;;;;;;;;;,,
left_wing_radical_IND;Ghadar Party;Parti Ghadar;Ghadar-Partei;;Partido Ghadar;;;;;;;;;;,,
leninist_IND;Workers and Peasants Party;Parti des travailleurs et des paysans;Arbeiter- und Bauernpartei;;Partido de los Trabajadores y los Campesinos;;;;;;;;;;,,
stalinist_IND;Communist Party of India;Parti communiste indien;Kommunistische Partei Indiens;;Partido Comunista de la India;;;;;;;;;;,,
national_socialist_INO;Partai Indonesia Raya;Partai Indonesia Raya;Partai Indonesia Raya;;Partai Indonesia Raya;;;;;;;;;;,,
fascistic_INO;BPUPKI;BPUPKI;BPUPKI;;BPUPKI;;;;;;;;;;,,
paternal_autocrat_INO;Partai Nasional Indonesia;Partai Nasional Indonesia;Partai Nasional Indonesia;;Partai Nasional Indonesia;;;;;;;;;;,,
social_conservative_INO;Partai Kristen Indonesia;Partai Kristen Indonesia;Partai Kristen Indonesia;;Partai Kristen Indonesia;;;;;;;;;;,,
market_liberal_INO;Partai Rakyat Indonesia Merdeka;Partai Rakyat Indonesia Merdeka;Partai Rakyat Indonesia Merdeka;;Partai Rakyat Indonesia Merdeka;;;;;;;;;;,,
social_liberal_INO;Partai Rakyat Nasional;Partai Rakyat Nasional;Partai Rakyat Nasional;;Partai Rakyat Nasional;;;;;;;;;;,,
social_democrat_INO;Partai Sosialis Indonesia;Partai Sosialis Indonesia;Partai Sosialis Indonesia;;Partai Sosialis Indonesia;;;;;;;;;;,,
left_wing_radical_INO;ISDV;ISDV;ISDV;;ISDV;;;;;;;;;;,,
leninist_INO;Gerindo;Gerindo;Gerindo;;Gerindo;;;;;;;;;;,,
stalinist_INO;Partai Komunis Indonesia;Partai Komunis Indonesia;Partai Komunis Indonesia;;Partai Komunis Indonesia;;;;;;;;;;,,
national_socialist_IRE;Irish National Socialist Party;Parti national socialiste irlandais;Irish National Socialist Party;;Partido Nacionalsocialista Irlandés;;;;;;;;;;,,
